,NAME,B03001_001E,B03003_003E,B02001_002E,B02001_003E,B02001_005E,state,place,year
3317,"Mosier city, Oregon",676,376,518,0,13,41,50050,2021
3318,"Mount Angel city, Oregon",3397,1109,2523,14,17,41,50150,2021
3319,"Mount Hood CDP, Oregon",350,269,350,0,0,41,50200,2021
3320,"Mount Hood Villages CDP, Oregon",4408,162,4164,0,50,41,50236,2021
3321,"Mount Vernon city, Oregon",658,0,614,0,0,41,50250,2021
3322,"Mulino CDP, Oregon",2251,8,2093,0,30,41,50450,2021
3323,"Myrtle Creek city, Oregon",3476,149,3302,16,27,41,50950,2021
3324,"Myrtle Point city, Oregon",2691,101,2290,9,11,41,51050,2021
3325,"Neahkahnie CDP, Oregon",310,0,253,0,0,41,51450,2021
3326,"Nehalem city, Oregon",337,0,281,0,0,41,51700,2021
3327,"Neotsu CDP, Oregon",646,41,645,0,0,41,51900,2021
3328,"Nesika Beach CDP, Oregon",331,0,328,0,0,41,51950,2021
3329,"Neskowin CDP, Oregon",59,0,59,0,0,41,52000,2021
3330,"Netarts CDP, Oregon",813,0,762,0,8,41,52050,2021
3331,"Newberg city, Oregon",25108,3955,21164,190,483,41,52100,2021
3332,"New Hope CDP, Oregon",1422,69,1410,0,0,41,52275,2021
3333,"New Pine Creek CDP, Oregon",86,0,67,0,0,41,52400,2021
3334,"Newport city, Oregon",10305,1626,8337,108,177,41,52450,2021
3335,"North Bend city, Oregon",10224,908,8470,92,309,41,53000,2021
3336,"North Plains city, Oregon",3280,460,2416,245,233,41,53150,2021
3337,"North Powder city, Oregon",655,79,629,0,0,41,53300,2021
3338,"Nyssa city, Oregon",3180,2206,2447,0,6,41,53750,2021
3339,"Oak Grove CDP, Oregon",17382,1822,14991,180,226,41,53900,2021
3340,"Oak Hills CDP, Oregon",11715,920,8139,132,2435,41,53988,2021
3341,"Oakland city, Oregon",1360,94,1201,0,20,41,54000,2021
3342,"Oakridge city, Oregon",3247,123,3128,0,0,41,54100,2021
3343,"Oatfield CDP, Oregon",12993,1043,11070,110,424,41,54325,2021
3344,"O'Brien CDP, Oregon",573,0,573,0,0,41,54350,2021
3345,"Oceanside CDP, Oregon",529,0,529,0,0,41,54450,2021
3346,"Ochoco West CDP, Oregon",261,16,261,0,0,41,54527,2021
3347,"Odell CDP, Oregon",2569,1620,1926,0,8,41,54550,2021
3348,"Ontario city, Oregon",11465,5555,8530,26,160,41,54900,2021
3349,"Oregon City city, Oregon",37160,1754,33838,165,439,41,55200,2021
3350,"Oregon Shores CDP, Oregon",401,0,390,0,0,41,55268,2021
3351,"Orient CDP, Oregon",731,17,714,0,0,41,55500,2021
3352,"Pacific City CDP, Oregon",1362,105,1287,0,0,41,56150,2021
3353,"Paisley city, Oregon",299,10,295,0,0,41,56250,2021
3354,"Parkdale CDP, Oregon",248,178,201,0,0,41,56500,2021
3355,"Pendleton city, Oregon",16861,2029,14125,326,119,41,57150,2021
3356,"Peoria CDP, Oregon",94,0,94,0,0,41,57300,2021
3357,"Philomath city, Oregon",5353,423,4412,208,120,41,57450,2021
3358,"Phoenix city, Oregon",4452,464,3667,28,37,41,57500,2021
3359,"Pilot Rock city, Oregon",1193,29,1132,0,0,41,57650,2021
3360,"Pine Grove CDP, Oregon",83,0,83,0,0,41,57850,2021
3361,"Pine Hollow CDP, Oregon",478,5,405,0,0,41,57875,2021
3362,"Pistol River CDP, Oregon",0,0,0,0,0,41,58050,2021
3363,"Pleasant Valley CDP, Oregon",391,0,391,0,0,41,58500,2021
3364,"Plush CDP, Oregon",63,0,60,0,0,41,58550,2021
3365,"Portland city, Oregon",647176,66415,477569,36420,55194,41,59000,2021
3366,"Port Orford city, Oregon",873,7,842,0,2,41,59250,2021
3367,"Powers city, Oregon",905,68,716,0,0,41,59600,2021
3368,"Prairie City city, Oregon",734,13,708,0,0,41,59650,2021
3369,"Prescott city, Oregon",68,0,63,0,0,41,59750,2021
3370,"Prineville city, Oregon",10611,1372,9397,34,46,41,59850,2021
3371,"Prineville Lake Acres CDP, Oregon",1289,46,1192,0,0,41,59916,2021
3372,"Pronghorn CDP, Oregon",157,0,94,0,63,41,60070,2021
3373,"Prospect CDP, Oregon",558,12,454,0,0,41,60100,2021
3374,"Rainier city, Oregon",2022,114,1699,28,38,41,60850,2021
3375,"Raleigh Hills CDP, Oregon",6726,571,5631,28,486,41,60900,2021
3376,"Redmond city, Oregon",33160,4687,29549,74,273,41,61200,2021
3377,"Redwood CDP, Oregon",3207,398,2718,67,0,41,61250,2021
3378,"Reedsport city, Oregon",4289,243,4033,4,12,41,61300,2021
3379,"Rhododendron CDP, Oregon",173,0,173,0,0,41,61550,2021
3380,"Richland city, Oregon",211,31,173,0,4,41,61700,2021
3381,"Rickreall CDP, Oregon",0,0,0,0,0,41,61800,2021
3382,"Riddle city, Oregon",1072,77,911,11,9,41,61850,2021
3383,"Rivergrove city, Oregon",545,8,418,10,58,41,62250,2021
3384,"River Point CDP, Oregon",246,0,216,0,0,41,62292,2021
3385,"River Road CDP, Oregon",9526,656,8500,137,239,41,62300,2021
3386,"Riverside CDP, Oregon",330,110,130,0,4,41,62412,2021
3387,"Rockaway Beach city, Oregon",1456,12,1403,7,14,41,62900,2021
3388,"Rockcreek CDP, Oregon",9659,1054,7496,34,1027,41,63010,2021
3389,"Rocky Point CDP, Oregon",244,28,209,0,0,41,63250,2021
3390,"Rogue River city, Oregon",1714,62,1586,0,18,41,63450,2021
3391,"Roseburg city, Oregon",23551,1437,21188,36,275,41,63650,2021
3392,"Roseburg North CDP, Oregon",4683,410,3787,6,173,41,63660,2021
3393,"Rose Lodge CDP, Oregon",1645,202,1280,0,0,41,63800,2021
3394,"Rowena CDP, Oregon",184,0,184,0,0,41,63950,2021
3395,"Ruch CDP, Oregon",1184,29,1173,0,0,41,64150,2021
3396,"Rufus city, Oregon",232,54,175,0,0,41,64200,2021
3397,"Running Y Ranch CDP, Oregon",901,68,793,7,12,41,64282,2021
3398,"St. Helens city, Oregon",13808,1020,12384,66,81,41,64600,2021
3399,"St. Paul city, Oregon",425,95,369,0,2,41,64850,2021
3400,"Salem city, Oregon",174193,38938,131106,2451,5782,41,64900,2021
3401,"Sandy city, Oregon",12383,1095,11134,35,267,41,65250,2021
3402,"San Marine CDP, Oregon",552,74,435,0,9,41,65300,2021
3403,"Santa Clara CDP, Oregon",11680,1014,9707,143,400,41,65400,2021
3404,"Saunders Lake CDP, Oregon",1623,0,1622,0,0,41,65450,2021
3405,"Scappoose city, Oregon",7871,735,6782,18,99,41,65500,2021
3406,"Scio city, Oregon",894,84,862,11,0,41,65650,2021
3407,"Scotts Mills city, Oregon",431,42,401,0,0,41,65800,2021
3408,"Seaside city, Oregon",7058,418,6623,186,82,41,65950,2021
3409,"Selma CDP, Oregon",800,10,777,0,0,41,66150,2021
3410,"Seneca city, Oregon",206,12,187,0,0,41,66200,2021
3411,"Seventh Mountain CDP, Oregon",382,0,377,0,0,41,66385,2021
3412,"Shady Cove city, Oregon",3072,188,2847,13,0,41,66550,2021
3413,"Shaniko city, Oregon",14,8,14,0,0,41,66700,2021
3414,"Shedd CDP, Oregon",385,294,379,0,0,41,66900,2021
3415,"Sheridan city, Oregon",4826,463,4433,0,36,41,67050,2021
3416,"Sherwood city, Oregon",20281,1278,16902,161,712,41,67100,2021
3417,"Siletz city, Oregon",968,58,803,9,0,41,67500,2021
3418,"Silver Lake CDP, Oregon",191,0,191,0,0,41,67600,2021
3419,"Silverton city, Oregon",10402,1030,8951,21,0,41,67650,2021
3420,"Sisters city, Oregon",2945,156,2773,0,0,41,67950,2021
3421,"Sodaville city, Oregon",390,23,330,0,0,41,68550,2021
3422,"South Lebanon CDP, Oregon",985,82,928,0,0,41,68875,2021
3423,"Sportsmans Park CDP, Oregon",71,0,71,0,0,41,69387,2021
3424,"Sprague River CDP, Oregon",0,0,0,0,0,41,69400,2021
3425,"Spray town, Oregon",155,1,134,0,7,41,69450,2021
3426,"Springfield city, Oregon",62138,7836,51171,519,1035,41,69600,2021
3427,"Stafford CDP, Oregon",1999,0,1887,34,4,41,69800,2021
3428,"Stanfield city, Oregon",2290,948,1757,0,2,41,69900,2021
3429,"Stayton city, Oregon",8199,1325,7100,0,74,41,70200,2021
3430,"Sublimity city, Oregon",2940,216,2668,0,34,41,70700,2021
3431,"Summerville town, Oregon",125,15,122,0,0,41,70850,2021
3432,"Summit CDP, Oregon",229,0,218,0,0,41,70870,2021
3433,"Sumpter city, Oregon",237,3,236,0,0,41,71000,2021
3434,"Sunriver CDP, Oregon",1530,29,1530,0,0,41,71250,2021
3435,"Sutherlin city, Oregon",8429,161,7972,105,30,41,71650,2021
3436,"Svensen CDP, Oregon",812,19,760,0,0,41,71800,2021
3437,"Sweet Home city, Oregon",9716,604,8841,117,105,41,71950,2021
3438,"Takilma CDP, Oregon",649,0,507,68,0,41,72400,2021
3439,"Talent city, Oregon",6256,896,5515,0,371,41,72500,2021
3440,"Tangent city, Oregon",1332,132,1188,0,12,41,72600,2021
3441,"Terrebonne CDP, Oregon",1442,360,1029,0,0,41,72800,2021
3442,"Tetherow CDP, Oregon",737,0,737,0,0,41,72820,2021
3443,"The Dalles city, Oregon",15942,3028,13537,47,147,41,72950,2021
3444,"Three Rivers CDP, Oregon",3597,216,3174,0,44,41,73225,2021
3445,"Tigard city, Oregon",54750,6487,43147,666,5034,41,73650,2021
3446,"Tillamook city, Oregon",5183,1359,4116,49,61,41,73700,2021
3447,"Toledo city, Oregon",3516,501,3223,0,0,41,74000,2021
3448,"Trail CDP, Oregon",632,14,620,0,0,41,74400,2021
3449,"Trent CDP, Oregon",276,0,276,0,0,41,74550,2021
3450,"Tri-City CDP, Oregon",4009,231,3546,0,0,41,74650,2021
3451,"Troutdale city, Oregon",16353,2479,13203,332,727,41,74850,2021
3452,"Tualatin city, Oregon",27821,5986,20269,518,825,41,74950,2021
3453,"Tumalo CDP, Oregon",676,16,667,0,0,41,75050,2021
3454,"Turner city, Oregon",2306,221,2107,0,61,41,75150,2021
3455,"Tutuilla CDP, Oregon",390,22,248,3,0,41,75185,2021
3456,"Tygh Valley CDP, Oregon",40,0,40,0,0,41,75500,2021
3457,"Ukiah city, Oregon",278,12,252,1,15,41,75550,2021
3458,"Umapine CDP, Oregon",589,61,504,0,10,41,75600,2021
3459,"Umatilla city, Oregon",7224,3185,5324,246,11,41,75650,2021
3460,"Union city, Oregon",1927,32,1725,63,33,41,75850,2021
3461,"Unity city, Oregon",41,0,41,0,0,41,76250,2021
3462,"Vale city, Oregon",2151,444,1927,0,23,41,76600,2021
3463,"Veneta city, Oregon",5199,608,3998,60,284,41,77050,2021
3464,"Vernonia city, Oregon",2270,108,2178,0,0,41,77250,2021
3465,"Waldport city, Oregon",1875,158,1712,0,9,41,78000,2021
3466,"Wallowa city, Oregon",832,0,724,0,0,41,78150,2021
3467,"Wallowa Lake CDP, Oregon",53,0,53,0,0,41,78160,2021
3468,"Wamic CDP, Oregon",37,0,36,0,0,41,78300,2021
3469,"Warm Springs CDP, Oregon",2638,263,124,0,0,41,78600,2021
3470,"Warren CDP, Oregon",1687,167,1562,0,0,41,78800,2021
3471,"Warrenton city, Oregon",6123,520,5085,12,143,41,78900,2021
3472,"Wasco city, Oregon",486,28,410,0,4,41,78950,2021
3473,"Waterloo town, Oregon",264,6,250,0,0,41,79050,2021
3474,"Wedderburn CDP, Oregon",383,0,383,0,0,41,79500,2021
3475,"Westfir city, Oregon",395,15,390,0,0,41,79950,2021
3476,"West Haven-Sylvan CDP, Oregon",8469,671,6791,228,598,41,80025,2021
3477,"West Linn city, Oregon",27173,1844,23368,344,1446,41,80150,2021
3478,"Weston city, Oregon",521,89,480,0,10,41,80350,2021
3479,"Westport CDP, Oregon",279,5,262,12,0,41,80400,2021
3480,"West Scio CDP, Oregon",39,0,39,0,0,41,80750,2021
3481,"West Slope CDP, Oregon",6970,580,5892,80,183,41,80900,2021
3482,"Wheeler city, Oregon",392,5,371,0,0,41,81300,2021
3483,"White City CDP, Oregon",10151,3688,8487,6,166,41,81450,2021
3484,"Willamina city, Oregon",2511,305,2178,5,9,41,82350,2021
3485,"Williams CDP, Oregon",1033,5,1025,0,0,41,82450,2021
3486,"Wilsonville city, Oregon",25887,3433,20569,505,1132,41,82800,2021
3487,"Wimer CDP, Oregon",441,0,427,0,0,41,82850,2021
3488,"Winchester Bay CDP, Oregon",333,0,304,0,0,41,83050,2021
3489,"Winston city, Oregon",5591,989,5013,12,36,41,83400,2021
3490,"Woodburn city, Oregon",25877,14571,16035,195,357,41,83750,2021
3491,"Wood Village city, Oregon",4435,2219,2991,20,140,41,83950,2021
3492,"Yachats city, Oregon",706,59,621,0,1,41,84200,2021
3493,"Yamhill city, Oregon",1337,183,1167,0,23,41,84250,2021
3494,"Yoncalla city, Oregon",1044,23,956,0,0,41,84600,2021
3495,"Adair Village city, Oregon",1185,156,925,3,53,41,00275,2022
3496,"Adams city, Oregon",490,6,425,0,9,41,00350,2022
3497,"Adrian city, Oregon",198,61,133,0,3,41,00500,2022
3498,"Albany city, Oregon",56348,7965,46617,278,894,41,01000,2022
3499,"Aloha CDP, Oregon",53532,13625,32310,1840,5746,41,01650,2022
3500,"Alpine CDP, Oregon",244,37,201,0,0,41,01700,2022
3501,"Alsea CDP, Oregon",139,0,134,0,0,41,01800,2022
3502,"Altamont CDP, Oregon",20345,3648,15459,165,105,41,01850,2022
3503,"Amity city, Oregon",1764,256,1295,0,9,41,02000,2022
3504,"Annex CDP, Oregon",333,74,286,0,3,41,02200,2022
3505,"Antelope city, Oregon",71,2,65,0,0,41,02250,2022
3506,"Arlington city, Oregon",658,99,545,0,7,41,02800,2022
3507,"Ashland city, Oregon",21401,2156,18585,141,369,41,03050,2022
3508,"Astoria city, Oregon",10184,1351,8788,78,109,41,03150,2022
3509,"Athena city, Oregon",1333,58,1244,15,0,41,03200,2022
3510,"Aumsville city, Oregon",4219,618,3398,7,12,41,03250,2022
3511,"Aurora city, Oregon",1055,133,867,70,5,41,03300,2022
3512,"Baker City city, Oregon",10110,533,9250,170,28,41,03650,2022
3513,"Bandon city, Oregon",3317,54,2976,0,9,41,03800,2022
3514,"Banks city, Oregon",2047,211,1586,14,30,41,03850,2022
3515,"Barlow city, Oregon",157,0,154,0,3,41,04000,2022
3516,"Barnesdale CDP, Oregon",185,12,142,0,0,41,04125,2022
3517,"Barview CDP, Oregon",1726,123,1461,0,63,41,04400,2022
3518,"Bay City city, Oregon",2224,321,1941,0,6,41,04800,2022
3519,"Bayshore CDP, Oregon",956,138,843,0,5,41,04850,2022
3520,"Bayside Gardens CDP, Oregon",980,9,916,0,49,41,04925,2022
3521,"Beatty CDP, Oregon",18,0,0,0,0,41,05150,2022
3522,"Beaver CDP, Oregon",206,25,181,0,0,41,05200,2022
3523,"Beavercreek CDP, Oregon",4532,142,4038,59,102,41,05250,2022
3524,"Beaver Marsh CDP, Oregon",116,10,100,0,0,41,05300,2022
3525,"Beaverton city, Oregon",97554,17007,66390,2556,11630,41,05350,2022
3526,"Bellfountain CDP, Oregon",43,0,43,0,0,41,05700,2022
3527,"Bend city, Oregon",99442,8919,87801,508,1395,41,05800,2022
3528,"Bethany CDP, Oregon",30983,2175,15428,742,11954,41,05950,2022
3529,"Biggs Junction CDP, Oregon",0,0,0,0,0,41,06400,2022
3530,"Black Butte Ranch CDP, Oregon",126,2,124,0,0,41,06650,2022
3531,"Blodgett CDP, Oregon",0,0,0,0,0,41,06950,2022
3532,"Bly CDP, Oregon",126,0,126,0,0,41,07150,2022
3533,"Boardman city, Oregon",3830,2584,2052,51,66,41,07200,2022
3534,"Bonanza town, Oregon",545,118,437,0,0,41,07300,2022
3535,"Boring CDP, Oregon",1987,270,1597,0,78,41,07550,2022
3536,"Brogan CDP, Oregon",16,0,16,0,0,41,08600,2022
3537,"Brookings city, Oregon",6719,626,5941,86,104,41,08650,2022
3538,"Brooks CDP, Oregon",311,7,213,0,6,41,08750,2022
3539,"Brownsville city, Oregon",1832,62,1691,0,13,41,09050,2022
3540,"Bull Mountain CDP, Oregon",9319,445,7447,399,795,41,09535,2022
3541,"Bunker Hill CDP, Oregon",2103,376,1501,45,0,41,09600,2022
3542,"Burns city, Oregon",2735,143,2646,23,0,41,09800,2022
3543,"Butte Falls town, Oregon",401,2,339,0,0,41,10050,2022
3544,"Butteville CDP, Oregon",285,2,264,0,0,41,10100,2022
3545,"Camp Sherman CDP, Oregon",313,66,288,0,0,41,10550,2022
3546,"Canby city, Oregon",18127,3244,14750,91,377,41,10750,2022
3547,"Cannon Beach city, Oregon",1271,387,806,2,9,41,10850,2022
3548,"Canyon City town, Oregon",834,59,759,2,0,41,10950,2022
3549,"Canyonville city, Oregon",1949,134,1600,1,49,41,11000,2022
3550,"Cape Meares CDP, Oregon",199,0,190,0,0,41,11050,2022
3551,"Carlton city, Oregon",2339,403,1803,14,59,41,11150,2022
3552,"Cascade Locks city, Oregon",1418,99,1237,40,41,41,11600,2022
3553,"Cascadia CDP, Oregon",115,0,114,0,0,41,11700,2022
3554,"Cave Junction city, Oregon",1910,269,1662,6,57,41,11850,2022
3555,"Cayuse CDP, Oregon",58,0,40,0,0,41,11900,2022
3556,"Cedar Hills CDP, Oregon",9076,1960,6535,353,521,41,12050,2022
3557,"Cedar Mill CDP, Oregon",19151,1204,12876,495,3759,41,12150,2022
3558,"Central Point city, Oregon",19123,2802,16524,88,246,41,12400,2022
3559,"Chemult CDP, Oregon",96,0,96,0,0,41,12750,2022
3560,"Chenoweth CDP, Oregon",1717,589,1197,0,0,41,12800,2022
3561,"Cherry Grove CDP, Oregon",489,57,410,0,11,41,12850,2022
3562,"Cheshire CDP, Oregon",266,13,251,0,0,41,13000,2022
3563,"Chiloquin city, Oregon",696,24,301,0,0,41,13050,2022
3564,"Clatskanie city, Oregon",1975,120,1759,66,0,41,13750,2022
3565,"Cloverdale CDP, Oregon",168,0,163,0,0,41,14200,2022
3566,"Coburg city, Oregon",1539,52,1349,0,46,41,14400,2022
3567,"Columbia City city, Oregon",1773,97,1625,44,34,41,14750,2022
3568,"Condon city, Oregon",697,43,637,0,8,41,15000,2022
3569,"Coos Bay city, Oregon",15949,1433,13601,115,202,41,15250,2022
3570,"Coquille city, Oregon",4009,228,3600,16,0,41,15350,2022
3571,"Cornelius city, Oregon",13245,6383,8440,138,221,41,15550,2022
3572,"Corvallis city, Oregon",60050,5219,46875,1017,5887,41,15800,2022
3573,"Cottage Grove city, Oregon",10583,1081,8808,100,161,41,15950,2022
3574,"Cove city, Oregon",676,16,615,2,1,41,16250,2022
3575,"Crabtree CDP, Oregon",496,0,495,0,0,41,16350,2022
3576,"Crane CDP, Oregon",160,0,157,0,0,41,16450,2022
3577,"Crawfordsville CDP, Oregon",525,0,499,0,0,41,16650,2022
3578,"Crescent CDP, Oregon",278,0,274,0,0,41,16750,2022
3579,"Crescent Lake CDP, Oregon",14,0,14,0,0,41,16800,2022
3580,"Creswell city, Oregon",5607,237,5023,0,44,41,16950,2022
3581,"Crooked River Ranch CDP, Oregon",4464,132,4282,0,19,41,16975,2022
3582,"Culver city, Oregon",2173,901,1528,111,13,41,17300,2022
3583,"Dallas city, Oregon",16945,1460,14318,217,21,41,17700,2022
3584,"Damascus CDP, Oregon",10555,857,9334,5,606,41,17800,2022
3585,"Days Creek CDP, Oregon",163,0,136,0,0,41,18150,2022
3586,"Dayton city, Oregon",2677,1090,1878,0,0,41,18250,2022
3587,"Dayville town, Oregon",257,0,254,0,0,41,18300,2022
3588,"Deer Island CDP, Oregon",230,0,188,0,0,41,18450,2022
3589,"Depoe Bay city, Oregon",2066,105,2016,0,8,41,18850,2022
3590,"Deschutes River Woods CDP, Oregon",5595,452,4691,75,78,41,19020,2022
3591,"Detroit city, Oregon",102,0,98,0,0,41,19100,2022
3592,"Dexter CDP, Oregon",1068,145,1032,0,0,41,19250,2022
3593,"Dillard CDP, Oregon",316,33,283,0,0,41,19600,2022
3594,"Dilley CDP, Oregon",244,0,244,0,0,41,19650,2022
3595,"Donald city, Oregon",1151,249,946,0,14,41,20100,2022
3596,"Drain city, Oregon",1055,44,979,0,19,41,20500,2022
3597,"Dufur city, Oregon",857,55,724,0,0,41,20900,2022
3598,"Dundee city, Oregon",3224,561,2680,4,49,41,21050,2022
3599,"Dunes City city, Oregon",1223,45,1054,0,5,41,21150,2022
3600,"Dunthorpe CDP, Oregon",1767,19,1564,3,101,41,21215,2022
3601,"Durham city, Oregon",1860,427,1287,18,80,41,21250,2022
3602,"Eagle Crest CDP, Oregon",3074,42,2884,91,0,41,21450,2022
3603,"Eagle Point city, Oregon",9735,979,8550,146,34,41,21550,2022
3604,"Echo city, Oregon",478,43,413,0,0,41,22200,2022
3605,"Elgin city, Oregon",1603,13,1523,0,3,41,22550,2022
3606,"Elkton city, Oregon",146,0,135,0,0,41,22800,2022
3607,"Elmira CDP, Oregon",408,24,408,0,0,41,23000,2022
3608,"Enterprise city, Oregon",2172,45,2016,35,5,41,23500,2022
3609,"Eola CDP, Oregon",0,0,0,0,0,41,23550,2022
3610,"Estacada city, Oregon",4619,39,4294,3,61,41,23800,2022
3611,"Eugene city, Oregon",176755,18391,142313,2653,7012,41,23850,2022
3612,"Fair Oaks CDP, Oregon",204,7,204,0,0,41,24100,2022
3613,"Fairview city, Oregon",10515,2828,6646,1251,25,41,24250,2022
3614,"Fairview CDP, Oregon",495,111,410,0,7,41,24300,2022
3615,"Falcon Heights CDP, Oregon",818,62,605,5,118,41,24350,2022
3616,"Falls City city, Oregon",1321,179,1103,0,7,41,24550,2022
3617,"Florence city, Oregon",9384,479,8474,153,218,41,26050,2022
3618,"Foots Creek CDP, Oregon",983,12,904,0,0,41,26165,2022
3619,"Forest Grove city, Oregon",26160,7701,18973,256,608,41,26200,2022
3620,"Fort Hill CDP, Oregon",65,0,0,0,0,41,26400,2022
3621,"Fort Klamath CDP, Oregon",104,6,98,0,0,41,26450,2022
3622,"Fossil city, Oregon",485,26,446,0,0,41,26650,2022
3623,"Four Corners CDP, Oregon",16163,6980,10284,82,421,41,26750,2022
3624,"Garden Home-Whitford CDP, Oregon",7086,417,6079,12,328,41,27825,2022
3625,"Gardiner CDP, Oregon",278,49,278,0,0,41,27850,2022
3626,"Garibaldi city, Oregon",716,36,645,5,9,41,28000,2022
3627,"Gaston city, Oregon",617,25,581,0,4,41,28100,2022
3628,"Gates city, Oregon",451,31,352,7,11,41,28200,2022
3629,"Gearhart city, Oregon",2060,147,1870,2,49,41,28450,2022
3630,"Gervais city, Oregon",2605,2053,1383,0,26,41,28650,2022
3631,"Gilchrist CDP, Oregon",309,0,309,0,0,41,28800,2022
3632,"Gladstone city, Oregon",11996,1184,9724,228,240,41,29000,2022
3633,"Glasgow CDP, Oregon",920,19,875,0,0,41,29100,2022
3634,"Glendale city, Oregon",827,32,706,0,0,41,29350,2022
3635,"Glide CDP, Oregon",1523,166,1263,0,0,41,29750,2022
3636,"Gold Beach city, Oregon",2533,338,2071,0,9,41,29900,2022
3637,"Gold Hill city, Oregon",1261,79,1105,0,12,41,29950,2022
3638,"Gopher Flats CDP, Oregon",384,6,284,0,6,41,30165,2022
3639,"Government Camp CDP, Oregon",101,4,95,0,2,41,30250,2022
3640,"Grand Ronde CDP, Oregon",1410,89,713,4,19,41,30300,2022
3641,"Granite city, Oregon",9,0,9,0,0,41,30500,2022
3642,"Grants Pass city, Oregon",39131,4010,33826,215,435,41,30550,2022
3643,"Grass Valley city, Oregon",278,7,245,0,0,41,30650,2022
3644,"Green CDP, Oregon",8151,413,7020,0,174,41,30750,2022
3645,"Greenhorn city, Oregon",0,0,0,0,0,41,31050,2022
3646,"Green Meadows CDP, Oregon",560,0,447,0,0,41,31115,2022
3647,"Gresham city, Oregon",113525,24433,81877,4191,6120,41,31250,2022
3648,"Haines city, Oregon",220,2,208,0,2,41,31600,2022
3649,"Halfway city, Oregon",415,16,377,0,9,41,31650,2022
3650,"Halsey city, Oregon",1419,209,1131,0,0,41,31750,2022
3651,"Happy Valley city, Oregon",24381,1497,16375,323,4411,41,32050,2022
3652,"Harbor CDP, Oregon",2003,56,1901,1,2,41,32100,2022
3653,"Harper CDP, Oregon",184,3,184,0,0,41,32400,2022
3654,"Harrisburg city, Oregon",3663,284,3161,7,0,41,32550,2022
3655,"Hayesville CDP, Oregon",21822,10667,12991,280,490,41,32850,2022
3656,"Hebo CDP, Oregon",241,11,230,0,0,41,33100,2022
3657,"Heceta Beach CDP, Oregon",2122,64,2043,0,46,41,33150,2022
3658,"Helix city, Oregon",358,24,227,0,0,41,33250,2022
3659,"Heppner city, Oregon",1318,71,1226,10,0,41,33550,2022
3660,"Hermiston city, Oregon",19267,10062,13260,245,125,41,33700,2022
3661,"Hillsboro city, Oregon",106612,25585,65875,3232,12292,41,34100,2022
3662,"Hines city, Oregon",1608,81,1456,0,0,41,34250,2022
3663,"Holley CDP, Oregon",294,7,287,7,0,41,34650,2022
3664,"Hood River city, Oregon",8292,2006,6551,145,86,41,34900,2022
3665,"Hubbard city, Oregon",3427,1488,2625,20,46,41,35450,2022
3666,"Huntington city, Oregon",682,7,638,0,4,41,35700,2022
3667,"Idanha city, Oregon",141,19,119,0,0,41,35800,2022
3668,"Idaville CDP, Oregon",167,37,131,0,0,41,35850,2022
3669,"Imbler city, Oregon",336,4,324,0,1,41,36050,2022
3670,"Independence city, Oregon",9981,3809,7192,62,62,41,36150,2022
3671,"Ione city, Oregon",397,61,306,0,0,41,36400,2022
3672,"Irrigon city, Oregon",1869,673,1371,20,19,41,36500,2022
3673,"Island City city, Oregon",1054,49,959,0,15,41,36750,2022
3674,"Jacksonville city, Oregon",3008,133,2856,5,0,41,37000,2022
3675,"Jasper CDP, Oregon",574,1,574,0,0,41,37150,2022
3676,"Jeffers Gardens CDP, Oregon",117,0,112,0,5,41,37202,2022
3677,"Jefferson city, Oregon",3324,662,2471,70,0,41,37250,2022
3678,"Jennings Lodge CDP, Oregon",7662,762,6370,122,160,41,37400,2022
3679,"John Day city, Oregon",1561,1,1357,6,49,41,37550,2022
3680,"Johnson City city, Oregon",430,68,357,6,15,41,37650,2022
3681,"Jordan Valley city, Oregon",164,4,160,0,0,41,37850,2022
3682,"Joseph city, Oregon",1048,0,996,1,9,41,37900,2022
3683,"Junction City city, Oregon",6831,807,6217,3,0,41,38000,2022
3684,"Juniper Canyon CDP, Oregon",2849,317,2373,0,35,41,38075,2022
3685,"Juntura CDP, Oregon",21,0,21,0,0,41,38150,2022
3686,"Keizer city, Oregon",39122,9518,29337,297,463,41,38500,2022
3687,"Keno CDP, Oregon",1881,50,1618,0,118,41,38750,2022
3688,"Kerby CDP, Oregon",321,0,321,0,0,41,38900,2022
3689,"King City city, Oregon",5063,410,4120,148,238,41,39150,2022
3690,"Kings Valley CDP, Oregon",147,0,147,0,0,41,39350,2022
3691,"Kirkpatrick CDP, Oregon",242,6,182,0,6,41,39566,2022
3692,"Klamath Falls city, Oregon",21806,3394,17800,148,140,41,39700,2022
3693,"Knappa CDP, Oregon",945,12,845,0,7,41,39850,2022
3694,"Labish Village CDP, Oregon",496,370,370,0,0,41,40050,2022
3695,"Lacomb CDP, Oregon",685,0,581,0,0,41,40150,2022
3696,"Lafayette city, Oregon",4391,1169,3156,0,14,41,40300,2022
3697,"La Grande city, Oregon",13097,831,11607,153,219,41,40350,2022
3698,"Lake Oswego city, Oregon",40457,1936,32262,477,3446,41,40550,2022
3699,"Lakeside city, Oregon",1838,51,1632,0,0,41,40650,2022
3700,"Lakeview town, Oregon",2947,172,2423,3,59,41,40700,2022
3701,"Langlois CDP, Oregon",300,0,300,0,0,41,40950,2022
3702,"La Pine city, Oregon",2483,387,2111,1,0,41,41050,2022
3703,"Lebanon city, Oregon",18587,1780,16421,162,146,41,41650,2022
