,NAME,B03001_001E,B03003_003E,B02001_002E,B02001_003E,B02001_005E,state,place,year
3704,"Lexington town, Oregon",140,0,127,0,0,41,42200,2022
3705,"Lincoln Beach CDP, Oregon",2779,39,2383,2,41,41,42550,2022
3706,"Lincoln City city, Oregon",9790,988,8095,21,338,41,42600,2022
3707,"Lonerock city, Oregon",18,1,18,0,0,41,43400,2022
3708,"Long Creek city, Oregon",190,8,150,0,0,41,43550,2022
3709,"Lookingglass CDP, Oregon",762,0,743,0,0,41,43650,2022
3710,"Lostine city, Oregon",381,12,376,0,2,41,43900,2022
3711,"Lowell city, Oregon",1211,24,1134,0,2,41,44050,2022
3712,"Lyons city, Oregon",1175,47,1066,1,8,41,44300,2022
3713,"McKay CDP, Oregon",89,0,88,0,0,41,44625,2022
3714,"McMinnville city, Oregon",34432,6369,26986,143,530,41,45000,2022
3715,"Madras city, Oregon",7494,2834,3758,17,11,41,45250,2022
3716,"Malin city, Oregon",881,700,408,20,0,41,45400,2022
3717,"Manzanita city, Oregon",538,0,514,0,7,41,45700,2022
3718,"Mapleton CDP, Oregon",449,13,407,0,15,41,45750,2022
3719,"Marcola CDP, Oregon",400,10,395,0,0,41,45850,2022
3720,"Marion CDP, Oregon",294,0,294,0,0,41,45900,2022
3721,"Marlene Village CDP, Oregon",5286,940,3707,173,588,41,46100,2022
3722,"Maupin city, Oregon",356,7,321,0,10,41,46500,2022
3723,"Maywood Park city, Oregon",1043,71,935,24,33,41,46730,2022
3724,"Meacham CDP, Oregon",132,0,96,0,0,41,46800,2022
3725,"Medford city, Oregon",85539,14227,70280,786,1084,41,47000,2022
3726,"Mehama CDP, Oregon",534,0,461,0,0,41,47300,2022
3727,"Melrose CDP, Oregon",797,0,797,0,0,41,47350,2022
3728,"Merlin CDP, Oregon",1814,33,1526,0,56,41,47650,2022
3729,"Merrill city, Oregon",905,500,718,24,0,41,47700,2022
3730,"Metolius city, Oregon",921,356,736,8,8,41,47750,2022
3731,"Metzger CDP, Oregon",3932,652,2873,89,167,41,47800,2022
3732,"Mill City city, Oregon",1760,89,1444,17,5,41,48150,2022
3733,"Millersburg city, Oregon",2964,119,2699,27,8,41,48300,2022
3734,"Milton-Freewater city, Oregon",7137,3437,4996,0,0,41,48600,2022
3735,"Milwaukie city, Oregon",21195,2147,17603,260,526,41,48650,2022
3736,"Mission CDP, Oregon",1024,94,119,0,0,41,49000,2022
3737,"Mitchell city, Oregon",202,32,166,0,0,41,49150,2022
3738,"Molalla city, Oregon",10147,1431,9294,23,77,41,49450,2022
3739,"Monmouth city, Oregon",11054,1962,8619,68,268,41,49550,2022
3740,"Monroe city, Oregon",853,245,633,0,17,41,49600,2022
3741,"Monument city, Oregon",154,59,109,0,2,41,49750,2022
3742,"Moro city, Oregon",365,1,315,7,0,41,50000,2022
3743,"Mosier city, Oregon",630,312,483,8,12,41,50050,2022
3744,"Mount Angel city, Oregon",3413,1361,2310,27,16,41,50150,2022
3745,"Mount Hood CDP, Oregon",360,278,274,0,0,41,50200,2022
3746,"Mount Hood Villages CDP, Oregon",4663,207,4270,0,42,41,50236,2022
3747,"Mount Vernon city, Oregon",595,0,549,0,0,41,50250,2022
3748,"Mulino CDP, Oregon",2203,30,2027,0,35,41,50450,2022
3749,"Myrtle Creek city, Oregon",3488,213,3235,14,23,41,50950,2022
3750,"Myrtle Point city, Oregon",2689,137,2284,10,11,41,51050,2022
3751,"Neahkahnie CDP, Oregon",302,0,247,0,0,41,51450,2022
3752,"Nehalem city, Oregon",269,0,238,0,0,41,51700,2022
3753,"Neotsu CDP, Oregon",547,17,545,0,0,41,51900,2022
3754,"Nesika Beach CDP, Oregon",355,0,351,0,0,41,51950,2022
3755,"Neskowin CDP, Oregon",177,0,177,0,0,41,52000,2022
3756,"Netarts CDP, Oregon",622,0,608,0,0,41,52050,2022
3757,"Newberg city, Oregon",25379,4156,20351,196,622,41,52100,2022
3758,"New Hope CDP, Oregon",1399,103,1359,0,5,41,52275,2022
3759,"New Pine Creek CDP, Oregon",242,0,242,0,0,41,52400,2022
3760,"Newport city, Oregon",10319,1647,8248,93,172,41,52450,2022
3761,"North Bend city, Oregon",10250,741,8299,116,478,41,53000,2022
3762,"North Plains city, Oregon",3365,324,2383,233,350,41,53150,2022
3763,"North Powder city, Oregon",658,23,627,0,0,41,53300,2022
3764,"Nyssa city, Oregon",3202,2225,2142,0,6,41,53750,2022
3765,"Oak Grove CDP, Oregon",17535,1779,14859,222,298,41,53900,2022
3766,"Oak Hills CDP, Oregon",11780,1028,7815,118,2511,41,53988,2022
3767,"Oakland city, Oregon",1288,96,1168,0,15,41,54000,2022
3768,"Oakridge city, Oregon",3208,111,3126,0,0,41,54100,2022
3769,"Oatfield CDP, Oregon",13073,1369,10803,99,457,41,54325,2022
3770,"O'Brien CDP, Oregon",619,0,589,0,0,41,54350,2022
3771,"Oceanside CDP, Oregon",472,0,472,0,0,41,54450,2022
3772,"Ochoco West CDP, Oregon",234,15,234,0,0,41,54527,2022
3773,"Odell CDP, Oregon",3003,1990,1925,25,13,41,54550,2022
3774,"Ontario city, Oregon",11610,5444,8567,22,188,41,54900,2022
3775,"Oregon City city, Oregon",37418,1850,33890,213,708,41,55200,2022
3776,"Oregon Shores CDP, Oregon",388,0,372,0,0,41,55268,2022
3777,"Orient CDP, Oregon",508,10,498,0,0,41,55500,2022
3778,"Pacific City CDP, Oregon",1767,108,1614,0,0,41,56150,2022
3779,"Paisley city, Oregon",283,5,278,0,0,41,56250,2022
3780,"Parkdale CDP, Oregon",213,83,176,0,0,41,56500,2022
3781,"Pendleton city, Oregon",17005,2031,14239,223,147,41,57150,2022
3782,"Peoria CDP, Oregon",32,0,32,0,0,41,57300,2022
3783,"Philomath city, Oregon",5429,199,4859,9,89,41,57450,2022
3784,"Phoenix city, Oregon",4389,456,3558,41,26,41,57500,2022
3785,"Pilot Rock city, Oregon",1271,19,1196,0,0,41,57650,2022
3786,"Pine Grove CDP, Oregon",92,0,92,0,0,41,57850,2022
3787,"Pine Hollow CDP, Oregon",481,6,459,0,0,41,57875,2022
3788,"Pistol River CDP, Oregon",0,0,0,0,0,41,58050,2022
3789,"Pleasant Valley CDP, Oregon",509,0,509,0,0,41,58500,2022
3790,"Plush CDP, Oregon",67,0,62,0,0,41,58550,2022
3791,"Portland city, Oregon",646101,66368,465878,37986,54516,41,59000,2022
3792,"Port Orford city, Oregon",897,15,812,0,2,41,59250,2022
3793,"Powers city, Oregon",756,70,607,0,0,41,59600,2022
3794,"Prairie City city, Oregon",717,34,674,0,0,41,59650,2022
3795,"Prescott city, Oregon",60,0,55,0,0,41,59750,2022
3796,"Prineville city, Oregon",10915,1246,9592,42,54,41,59850,2022
3797,"Prineville Lake Acres CDP, Oregon",1266,102,1049,0,0,41,59916,2022
3798,"Pronghorn CDP, Oregon",183,0,114,0,69,41,60070,2022
3799,"Prospect CDP, Oregon",661,35,471,0,0,41,60100,2022
3800,"Rainier city, Oregon",2010,118,1757,25,13,41,60850,2022
3801,"Raleigh Hills CDP, Oregon",6737,518,5619,61,441,41,60900,2022
3802,"Redmond city, Oregon",34191,4581,30486,68,327,41,61200,2022
3803,"Redwood CDP, Oregon",3275,175,2934,100,0,41,61250,2022
3804,"Reedsport city, Oregon",4307,120,4042,4,10,41,61300,2022
3805,"Rhododendron CDP, Oregon",147,0,147,0,0,41,61550,2022
3806,"Richland city, Oregon",199,20,154,0,2,41,61700,2022
3807,"Rickreall CDP, Oregon",0,0,0,0,0,41,61800,2022
3808,"Riddle city, Oregon",1157,140,928,15,17,41,61850,2022
3809,"Rivergrove city, Oregon",558,8,392,14,80,41,62250,2022
3810,"River Point CDP, Oregon",234,0,209,0,0,41,62292,2022
3811,"River Road CDP, Oregon",8675,852,7405,144,184,41,62300,2022
3812,"Riverside CDP, Oregon",352,112,136,0,0,41,62412,2022
3813,"Rockaway Beach city, Oregon",1393,11,1321,12,17,41,62900,2022
3814,"Rockcreek CDP, Oregon",9923,881,7594,19,1108,41,63010,2022
3815,"Rocky Point CDP, Oregon",308,100,181,0,0,41,63250,2022
3816,"Rogue River city, Oregon",1997,120,1745,0,18,41,63450,2022
3817,"Roseburg city, Oregon",23657,1425,21049,35,338,41,63650,2022
3818,"Roseburg North CDP, Oregon",4478,370,3748,8,113,41,63660,2022
3819,"Rose Lodge CDP, Oregon",1491,361,1016,0,18,41,63800,2022
3820,"Rowena CDP, Oregon",121,0,121,0,0,41,63950,2022
3821,"Ruch CDP, Oregon",1368,74,1334,0,0,41,64150,2022
3822,"Rufus city, Oregon",220,46,167,0,0,41,64200,2022
3823,"Running Y Ranch CDP, Oregon",832,71,702,9,9,41,64282,2022
3824,"St. Helens city, Oregon",14015,1464,11827,54,38,41,64600,2022
3825,"St. Paul city, Oregon",401,78,341,0,2,41,64850,2022
3826,"Salem city, Oregon",175754,40150,126854,2701,5811,41,64900,2022
3827,"Sandy city, Oregon",12592,782,11007,16,228,41,65250,2022
3828,"San Marine CDP, Oregon",528,100,395,0,0,41,65300,2022
3829,"Santa Clara CDP, Oregon",11377,876,9640,75,196,41,65400,2022
3830,"Saunders Lake CDP, Oregon",1766,0,1743,0,0,41,65450,2022
3831,"Scappoose city, Oregon",8003,530,7078,16,78,41,65500,2022
3832,"Scio city, Oregon",860,80,836,0,0,41,65650,2022
3833,"Scotts Mills city, Oregon",422,49,372,0,0,41,65800,2022
3834,"Seaside city, Oregon",7142,589,6724,187,65,41,65950,2022
3835,"Selma CDP, Oregon",892,11,855,0,0,41,66150,2022
3836,"Seneca city, Oregon",167,8,149,0,0,41,66200,2022
3837,"Seventh Mountain CDP, Oregon",511,0,503,0,0,41,66385,2022
3838,"Shady Cove city, Oregon",3084,239,2566,18,36,41,66550,2022
3839,"Shaniko city, Oregon",18,9,16,0,0,41,66700,2022
3840,"Shedd CDP, Oregon",168,79,161,0,0,41,66900,2022
3841,"Sheridan city, Oregon",6237,792,5579,0,0,41,67050,2022
3842,"Sherwood city, Oregon",20286,1464,16647,129,834,41,67100,2022
3843,"Siletz city, Oregon",1134,64,858,0,0,41,67500,2022
3844,"Silver Lake CDP, Oregon",253,0,253,0,0,41,67600,2022
3845,"Silverton city, Oregon",10439,1253,8371,353,7,41,67650,2022
3846,"Sisters city, Oregon",2992,122,2775,0,0,41,67950,2022
3847,"Sodaville city, Oregon",364,24,317,0,0,41,68550,2022
3848,"South Lebanon CDP, Oregon",1084,77,1017,0,0,41,68875,2022
3849,"Sportsmans Park CDP, Oregon",67,0,67,0,0,41,69387,2022
3850,"Sprague River CDP, Oregon",0,0,0,0,0,41,69400,2022
3851,"Spray town, Oregon",199,1,177,0,7,41,69450,2022
3852,"Springfield city, Oregon",61740,8416,49368,533,1139,41,69600,2022
3853,"Stafford CDP, Oregon",1567,19,1448,0,4,41,69800,2022
3854,"Stanfield city, Oregon",2128,936,1490,0,7,41,69900,2022
3855,"Stayton city, Oregon",8210,1385,6401,0,98,41,70200,2022
3856,"Sublimity city, Oregon",2945,294,2588,0,25,41,70700,2022
3857,"Summerville town, Oregon",130,16,127,0,0,41,70850,2022
3858,"Summit CDP, Oregon",177,29,170,0,0,41,70870,2022
3859,"Sumpter city, Oregon",206,0,206,0,0,41,71000,2022
3860,"Sunriver CDP, Oregon",1516,0,1516,0,0,41,71250,2022
3861,"Sutherlin city, Oregon",8513,146,7875,107,32,41,71650,2022
3862,"Svensen CDP, Oregon",812,31,727,0,0,41,71800,2022
3863,"Sweet Home city, Oregon",9852,640,8760,144,68,41,71950,2022
3864,"Takilma CDP, Oregon",633,12,488,70,0,41,72400,2022
3865,"Talent city, Oregon",6256,931,5498,0,234,41,72500,2022
3866,"Tangent city, Oregon",1299,162,1176,0,8,41,72600,2022
3867,"Terrebonne CDP, Oregon",1298,410,878,0,0,41,72800,2022
3868,"Tetherow CDP, Oregon",716,0,716,0,0,41,72820,2022
3869,"The Dalles city, Oregon",15988,3330,13261,48,73,41,72950,2022
3870,"Three Rivers CDP, Oregon",3762,172,3364,0,43,41,73225,2022
3871,"Tigard city, Oregon",55161,6484,41584,704,5150,41,73650,2022
3872,"Tillamook city, Oregon",5215,1352,3881,92,69,41,73700,2022
3873,"Toledo city, Oregon",3549,461,3145,0,0,41,74000,2022
3874,"Trail CDP, Oregon",644,0,623,0,7,41,74400,2022
3875,"Trent CDP, Oregon",325,31,325,0,0,41,74550,2022
3876,"Tri-City CDP, Oregon",3810,235,3370,0,6,41,74650,2022
3877,"Troutdale city, Oregon",16150,2687,12789,297,552,41,74850,2022
3878,"Tualatin city, Oregon",27804,5849,19636,414,980,41,74950,2022
3879,"Tumalo CDP, Oregon",687,41,636,0,0,41,75050,2022
3880,"Turner city, Oregon",2792,379,2525,10,39,41,75150,2022
3881,"Tutuilla CDP, Oregon",395,20,224,0,0,41,75185,2022
3882,"Tygh Valley CDP, Oregon",54,0,54,0,0,41,75500,2022
3883,"Ukiah city, Oregon",265,17,239,2,9,41,75550,2022
3884,"Umapine CDP, Oregon",596,58,510,0,10,41,75600,2022
3885,"Umatilla city, Oregon",7433,2722,5279,104,19,41,75650,2022
3886,"Union city, Oregon",2209,130,1952,68,25,41,75850,2022
3887,"Unity city, Oregon",37,0,37,0,0,41,76250,2022
3888,"Vale city, Oregon",2037,377,1734,0,24,41,76600,2022
3889,"Veneta city, Oregon",5177,513,4039,0,267,41,77050,2022
3890,"Vernonia city, Oregon",2285,128,2178,0,0,41,77250,2022
3891,"Waldport city, Oregon",1950,119,1743,0,31,41,78000,2022
3892,"Wallowa city, Oregon",724,0,626,0,0,41,78150,2022
3893,"Wallowa Lake CDP, Oregon",96,0,96,0,0,41,78160,2022
3894,"Wamic CDP, Oregon",52,0,51,0,0,41,78300,2022
3895,"Warm Springs CDP, Oregon",2453,222,125,0,0,41,78600,2022
3896,"Warren CDP, Oregon",1608,163,1468,0,0,41,78800,2022
3897,"Warrenton city, Oregon",6254,550,5094,39,200,41,78900,2022
3898,"Wasco city, Oregon",482,28,410,0,7,41,78950,2022
3899,"Waterloo town, Oregon",238,6,226,0,0,41,79050,2022
3900,"Wedderburn CDP, Oregon",213,0,213,0,0,41,79500,2022
3901,"Westfir city, Oregon",394,16,389,0,0,41,79950,2022
3902,"West Haven-Sylvan CDP, Oregon",8376,547,6797,210,615,41,80025,2022
3903,"West Linn city, Oregon",27167,2140,23008,229,1510,41,80150,2022
3904,"Weston city, Oregon",483,50,439,0,13,41,80350,2022
3905,"Westport CDP, Oregon",367,10,325,0,0,41,80400,2022
3906,"West Scio CDP, Oregon",35,0,35,0,0,41,80750,2022
3907,"West Slope CDP, Oregon",6663,697,5383,119,205,41,80900,2022
3908,"Wheeler city, Oregon",429,7,404,0,0,41,81300,2022
3909,"White City CDP, Oregon",11123,4461,8176,8,159,41,81450,2022
3910,"Willamina city, Oregon",2287,291,1915,3,7,41,82350,2022
3911,"Williams CDP, Oregon",1173,0,1149,0,0,41,82450,2022
3912,"Wilsonville city, Oregon",25992,3678,20087,475,1106,41,82800,2022
3913,"Wimer CDP, Oregon",488,0,488,0,0,41,82850,2022
3914,"Winchester Bay CDP, Oregon",237,0,208,0,0,41,83050,2022
3915,"Winston city, Oregon",5618,859,4886,7,25,41,83400,2022
3916,"Woodburn city, Oregon",26222,16060,14142,120,255,41,83750,2022
3917,"Wood Village city, Oregon",4548,2244,2896,30,188,41,83950,2022
3918,"Yachats city, Oregon",772,45,670,9,1,41,84200,2022
3919,"Yamhill city, Oregon",1184,91,1073,0,38,41,84250,2022
3920,"Yoncalla city, Oregon",1104,53,960,0,3,41,84600,2022
3921,"Adair Village city, Oregon",1140,163,810,4,86,41,00275,2023
3922,"Adams city, Oregon",360,6,321,0,9,41,00350,2023
3923,"Adrian city, Oregon",221,67,151,0,2,41,00500,2023
3924,"Albany city, Oregon",56773,8705,46094,284,922,41,01000,2023
3925,"Aloha CDP, Oregon",53362,13722,30847,1996,5445,41,01650,2023
3926,"Alpine CDP, Oregon",230,48,151,0,0,41,01700,2023
3927,"Alsea CDP, Oregon",129,0,120,0,0,41,01800,2023
3928,"Altamont CDP, Oregon",19844,3443,15038,197,91,41,01850,2023
3929,"Amity city, Oregon",1972,361,1360,0,5,41,02000,2023
3930,"Annex CDP, Oregon",304,50,261,0,1,41,02200,2023
3931,"Antelope city, Oregon",61,2,56,0,0,41,02250,2023
3932,"Arlington city, Oregon",720,107,553,0,0,41,02800,2023
3933,"Ashland city, Oregon",21343,1890,18294,107,405,41,03050,2023
3934,"Astoria city, Oregon",10162,1642,8619,48,79,41,03150,2023
3935,"Athena city, Oregon",1206,30,1126,24,0,41,03200,2023
3936,"Aumsville city, Oregon",4220,328,3588,14,0,41,03250,2023
3937,"Aurora city, Oregon",1104,242,775,64,0,41,03300,2023
3938,"Baker City city, Oregon",10177,525,9356,159,19,41,03650,2023
3939,"Bandon city, Oregon",3323,53,2954,16,11,41,03800,2023
3940,"Banks city, Oregon",2092,253,1586,15,30,41,03850,2023
3941,"Barlow city, Oregon",187,5,184,0,1,41,04000,2023
3942,"Barnesdale CDP, Oregon",157,8,121,0,0,41,04125,2023
3943,"Barview CDP, Oregon",1645,113,1435,0,37,41,04400,2023
3944,"Bay City city, Oregon",2022,284,1815,0,3,41,04800,2023
3945,"Bayshore CDP, Oregon",743,84,646,0,6,41,04850,2023
3946,"Bayside Gardens CDP, Oregon",1194,9,1124,0,53,41,04925,2023
3947,"Beatty CDP, Oregon",71,0,47,0,0,41,05150,2023
3948,"Beaver CDP, Oregon",175,25,150,0,0,41,05200,2023
3949,"Beavercreek CDP, Oregon",4577,128,3991,38,144,41,05250,2023
3950,"Beaver Marsh CDP, Oregon",121,8,107,0,0,41,05300,2023
3951,"Beaverton city, Oregon",97502,16827,63897,2685,11121,41,05350,2023
3952,"Bellfountain CDP, Oregon",63,0,63,0,0,41,05700,2023
3953,"Bend city, Oregon",101472,8935,89317,332,1254,41,05800,2023
3954,"Bethany CDP, Oregon",31700,2079,15516,468,12770,41,05950,2023
3955,"Biggs Junction CDP, Oregon",0,0,0,0,0,41,06400,2023
3956,"Black Butte Ranch CDP, Oregon",162,1,161,0,0,41,06650,2023
3957,"Blodgett CDP, Oregon",0,0,0,0,0,41,06950,2023
3958,"Bly CDP, Oregon",123,0,123,0,0,41,07150,2023
3959,"Boardman city, Oregon",3955,2715,1836,64,11,41,07200,2023
3960,"Bonanza town, Oregon",550,111,449,0,0,41,07300,2023
3961,"Boring CDP, Oregon",1616,153,1340,0,56,41,07550,2023
3962,"Brogan CDP, Oregon",22,0,20,0,0,41,08600,2023
3963,"Brookings city, Oregon",6733,650,6001,52,68,41,08650,2023
3964,"Brooks CDP, Oregon",501,7,401,0,0,41,08750,2023
3965,"Brownsville city, Oregon",1949,114,1731,0,13,41,09050,2023
3966,"Bull Mountain CDP, Oregon",9465,528,7167,399,1092,41,09535,2023
3967,"Bunker Hill CDP, Oregon",1694,414,1108,71,0,41,09600,2023
3968,"Burns city, Oregon",2736,157,2524,16,0,41,09800,2023
3969,"Butte Falls town, Oregon",445,1,402,0,0,41,10050,2023
3970,"Butteville CDP, Oregon",244,2,202,0,0,41,10100,2023
3971,"Camp Sherman CDP, Oregon",291,46,269,0,0,41,10550,2023
3972,"Canby city, Oregon",18103,3120,14359,113,327,41,10750,2023
3973,"Cannon Beach city, Oregon",1368,287,975,5,32,41,10850,2023
3974,"Canyon City town, Oregon",920,59,846,2,0,41,10950,2023
3975,"Canyonville city, Oregon",1917,113,1572,19,49,41,11000,2023
3976,"Cape Meares CDP, Oregon",189,0,183,0,0,41,11050,2023
3977,"Carlton city, Oregon",2378,411,1846,14,35,41,11150,2023
3978,"Cascade Locks city, Oregon",1529,101,1365,30,55,41,11600,2023
3979,"Cascadia CDP, Oregon",103,0,102,0,0,41,11700,2023
3980,"Cave Junction city, Oregon",1701,194,1566,0,0,41,11850,2023
3981,"Cayuse CDP, Oregon",41,0,29,0,0,41,11900,2023
3982,"Cedar Hills CDP, Oregon",8515,1333,6359,295,362,41,12050,2023
3983,"Cedar Mill CDP, Oregon",19482,1733,13190,439,3377,41,12150,2023
3984,"Central Point city, Oregon",19183,3484,15926,92,258,41,12400,2023
3985,"Chemult CDP, Oregon",48,0,48,0,0,41,12750,2023
3986,"Chenoweth CDP, Oregon",1543,585,1072,0,0,41,12800,2023
3987,"Cherry Grove CDP, Oregon",365,20,301,0,9,41,12850,2023
3988,"Cheshire CDP, Oregon",287,61,273,0,0,41,13000,2023
3989,"Chiloquin city, Oregon",459,32,202,0,0,41,13050,2023
3990,"Clatskanie city, Oregon",2198,71,2022,69,0,41,13750,2023
3991,"Cloverdale CDP, Oregon",181,0,181,0,0,41,14200,2023
3992,"Coburg city, Oregon",1541,63,1375,0,52,41,14400,2023
3993,"Columbia City city, Oregon",1806,129,1728,7,5,41,14750,2023
3994,"Condon city, Oregon",621,41,560,0,8,41,15000,2023
3995,"Coos Bay city, Oregon",15867,1378,13580,136,232,41,15250,2023
3996,"Coquille city, Oregon",4019,244,3534,14,0,41,15350,2023
3997,"Cornelius city, Oregon",13700,7192,7408,80,184,41,15550,2023
3998,"Corvallis city, Oregon",60424,5869,46582,1156,5579,41,15800,2023
3999,"Cottage Grove city, Oregon",10630,866,8519,21,387,41,15950,2023
4000,"Cove city, Oregon",638,9,585,1,1,41,16250,2023
4001,"Crabtree CDP, Oregon",717,57,659,0,0,41,16350,2023
4002,"Crane CDP, Oregon",158,0,155,0,0,41,16450,2023
4003,"Crawfordsville CDP, Oregon",528,0,497,0,0,41,16650,2023
4004,"Crescent CDP, Oregon",344,0,339,0,0,41,16750,2023
4005,"Crescent Lake CDP, Oregon",92,0,63,0,0,41,16800,2023
4006,"Creswell city, Oregon",5625,217,4980,0,47,41,16950,2023
4007,"Crooked River Ranch CDP, Oregon",4681,124,4335,0,32,41,16975,2023
4008,"Culver city, Oregon",2211,940,1466,119,11,41,17300,2023
4009,"Dallas city, Oregon",17214,1848,14327,178,42,41,17700,2023
4010,"Damascus CDP, Oregon",10888,665,9621,55,409,41,17800,2023
4011,"Days Creek CDP, Oregon",148,0,126,0,0,41,18150,2023
4012,"Dayton city, Oregon",2668,830,1796,0,0,41,18250,2023
4013,"Dayville town, Oregon",189,0,182,0,0,41,18300,2023
4014,"Deer Island CDP, Oregon",191,0,191,0,0,41,18450,2023
4015,"Depoe Bay city, Oregon",2025,50,1945,0,9,41,18850,2023
4016,"Deschutes River Woods CDP, Oregon",5755,596,4845,45,70,41,19020,2023
4017,"Detroit city, Oregon",108,0,105,0,0,41,19100,2023
4018,"Dexter CDP, Oregon",789,201,718,0,0,41,19250,2023
4019,"Dillard CDP, Oregon",436,30,406,0,0,41,19600,2023
4020,"Dilley CDP, Oregon",206,0,206,0,0,41,19650,2023
4021,"Donald city, Oregon",1242,267,976,0,19,41,20100,2023
4022,"Drain city, Oregon",975,42,825,0,32,41,20500,2023
4023,"Dufur city, Oregon",841,54,725,0,0,41,20900,2023
4024,"Dundee city, Oregon",3215,670,2617,3,48,41,21050,2023
4025,"Dunes City city, Oregon",1358,63,1187,0,4,41,21150,2023
4026,"Dunthorpe CDP, Oregon",1984,19,1699,21,107,41,21215,2023
4027,"Durham city, Oregon",1909,431,1259,133,70,41,21250,2023
4028,"Eagle Crest CDP, Oregon",2890,0,2701,113,0,41,21450,2023
4029,"Eagle Point city, Oregon",9783,942,8517,107,31,41,21550,2023
4030,"Echo city, Oregon",463,59,395,0,0,41,22200,2023
4031,"Elgin city, Oregon",1592,32,1445,0,0,41,22550,2023
4032,"Elkton city, Oregon",139,0,138,0,0,41,22800,2023
4033,"Elmira CDP, Oregon",318,29,318,0,0,41,23000,2023
4034,"Enterprise city, Oregon",2145,41,1981,30,4,41,23500,2023
4035,"Eola CDP, Oregon",0,0,0,0,0,41,23550,2023
4036,"Estacada city, Oregon",4878,127,4308,0,71,41,23800,2023
4037,"Eugene city, Oregon",177520,20215,139989,3265,6906,41,23850,2023
4038,"Fair Oaks CDP, Oregon",247,29,224,0,0,41,24100,2023
4039,"Fairview city, Oregon",10627,2646,5730,1368,140,41,24250,2023
4040,"Fairview CDP, Oregon",523,125,419,0,0,41,24300,2023
4041,"Falcon Heights CDP, Oregon",758,59,678,0,0,41,24350,2023
4042,"Falls City city, Oregon",1222,128,1015,0,8,41,24550,2023
4043,"Florence city, Oregon",9483,433,8505,215,210,41,26050,2023
4044,"Foots Creek CDP, Oregon",1095,37,1023,0,0,41,26165,2023
4045,"Forest Grove city, Oregon",26406,8008,18118,680,582,41,26200,2023
4046,"Fort Hill CDP, Oregon",86,0,9,0,0,41,26400,2023
4047,"Fort Klamath CDP, Oregon",134,5,129,0,0,41,26450,2023
4048,"Fossil city, Oregon",448,6,424,0,0,41,26650,2023
4049,"Four Corners CDP, Oregon",16168,6666,10367,15,157,41,26750,2023
4050,"Garden Home-Whitford CDP, Oregon",6970,702,5725,38,389,41,27825,2023
4051,"Gardiner CDP, Oregon",351,0,351,0,0,41,27850,2023
4052,"Garibaldi city, Oregon",769,36,682,3,10,41,28000,2023
4053,"Gaston city, Oregon",683,41,641,0,1,41,28100,2023
4054,"Gates city, Oregon",451,43,353,0,8,41,28200,2023
4055,"Gearhart city, Oregon",1959,160,1700,2,72,41,28450,2023
