,NAME,B19013_001E,state,place,year
545,"Rancho Alegre CDP, Texas",22425,48,60518,2013
546,"Westdale CDP, Texas",57065,48,77422,2013
547,"Munday city, Texas",31950,48,50040,2013
548,"Gustine town, Texas",33594,48,31628,2013
549,"Stonewall CDP, Texas",56117,48,70460,2013
550,"Memphis city, Texas",32045,48,47616,2013
551,"Turkey city, Texas",31875,48,73964,2013
552,"The Woodlands CDP, Texas",106286,48,72656,2013
553,"Hidalgo city, Texas",39033,48,33560,2013
554,"Tomball city, Texas",41644,48,73316,2013
555,"Woodloch town, Texas",66250,48,80144,2013
556,"Elgin city, Texas",48281,48,23044,2013
557,"Smithville city, Texas",40000,48,68456,2013
558,"Piney Point Village city, Texas",229250,48,57800,2013
559,"Shoreacres city, Texas",102917,48,67688,2013
560,"Llano city, Texas",30485,48,43144,2013
561,"Harper CDP, Texas",37667,48,32456,2013
562,"Estelline town, Texas",17500,48,24636,2013
563,"Patton Village city, Texas",40972,48,56156,2013
564,"Providence Village town, Texas",85599,48,59748,2013
565,"Sandy Point city, Texas",58125,48,65345,2013
566,"San Saba city, Texas",30750,48,65648,2013
567,"Knollwood city, Texas",42574,48,39680,2013
568,"La Carla CDP, Texas",-666666666,48,39994,2013
569,"La Casita CDP, Texas",-666666666,48,40000,2013
570,"La Chuparosa CDP, Texas",-666666666,48,40018,2013
571,"La Coma CDP, Texas",-666666666,48,40100,2013
572,"La Escondida CDP, Texas",-666666666,48,40186,2013
573,"La Esperanza CDP, Texas",-666666666,48,40188,2013
574,"Lago Vista CDP, Texas",15729,48,40270,2013
575,"Laguna Park CDP, Texas",46477,48,40312,2013
576,"Lake Bryan CDP, Texas",43456,48,40462,2013
577,"Lake Cherokee CDP, Texas",66587,48,40468,2013
578,"Lake Dunlap CDP, Texas",55051,48,40522,2013
579,"Lake Medina Shores CDP, Texas",40921,48,40674,2013
580,"Lake Colorado City CDP, Texas",40789,48,40475,2013
581,"Lake Meredith Estates CDP, Texas",29659,48,40676,2013
582,"La Loma de Falcon CDP, Texas",18182,48,41086,2013
583,"Lamar CDP, Texas",48239,48,41092,2013
584,"La Minita CDP, Texas",61420,48,41170,2013
585,"Lantana CDP, Texas",137295,48,41404,2013
586,"La Paloma Addition CDP, Texas",22273,48,41420,2013
587,"La Paloma Ranchettes CDP, Texas",24457,48,41424,2013
588,"Laredo Ranchettes West CDP, Texas",-666666666,48,41475,2013
589,"Las Haciendas CDP, Texas",-666666666,48,41565,2013
590,"Las Palmas CDP, Texas",-666666666,48,41579,2013
591,"Las Palmas II CDP, Texas",15718,48,41580,2013
592,"Las Pilas CDP, Texas",-666666666,48,41582,2013
593,"Las Quintas Fronterizas CDP, Texas",27576,48,41583,2013
594,"La Tina Ranch CDP, Texas",13553,48,41660,2013
595,"Leming CDP, Texas",26335,48,42256,2013
596,"Linn CDP, Texas",42625,48,42916,2013
597,"Loma Grande CDP, Texas",-666666666,48,43458,2013
598,"Loma Linda CDP, Texas",-666666666,48,43460,2013
599,"Loma Linda East CDP (Jim Wells County), Texas",35553,48,43462,2013
600,"Loma Linda East CDP (Starr County), Texas",-666666666,48,43463,2013
601,"Loma Linda West CDP, Texas",-666666666,48,43465,2013
602,"Loma Vista CDP, Texas",-666666666,48,43474,2013
603,"Lindale city, Texas",47000,48,42820,2013
604,"Longoria CDP, Texas",-666666666,48,43822,2013
605,"Callisburg city, Texas",41250,48,11968,2013
606,"Gainesville city, Texas",37715,48,27984,2013
607,"Cameron city, Texas",35953,48,12040,2013
608,"Oak Leaf city, Texas",91500,48,53115,2013
609,"West Tawakoni city, Texas",34708,48,77896,2013
610,"Celina city, Texas",88789,48,13684,2013
611,"Volente village, Texas",144375,48,75752,2013
612,"DISH town, Texas",87500,48,20540,2013
613,"Palo Pinto CDP, Texas",33333,48,54876,2013
614,"Pena CDP, Texas",-666666666,48,56644,2013
615,"Perezville CDP, Texas",22616,48,56804,2013
616,"Perrin CDP, Texas",53839,48,56864,2013
617,"Pine Harbor CDP, Texas",14485,48,57566,2013
618,"Placedo CDP, Texas",24821,48,57932,2013
619,"Pleasant Hill CDP, Texas",39097,48,58232,2013
620,"Port O'Connor CDP, Texas",52188,48,58952,2013
621,"Powderly CDP, Texas",39572,48,59156,2013
622,"Preston CDP, Texas",50212,48,59420,2013
623,"Pueblo East CDP, Texas",-666666666,48,59794,2013
624,"Pueblo Nuevo CDP, Texas",18190,48,59798,2013
625,"Quail Creek CDP, Texas",46964,48,60026,2013
626,"Quesada CDP, Texas",-666666666,48,60098,2013
627,"Rafael Pena CDP, Texas",-666666666,48,60290,2013
628,"Ramireno CDP, Texas",-666666666,48,60380,2013
629,"Ramirez-Perez CDP, Texas",-666666666,48,60408,2013
630,"Ramos CDP, Texas",16806,48,60422,2013
631,"Ranchitos Del Norte CDP, Texas",-666666666,48,60478,2013
632,"Ranchitos East CDP, Texas",12056,48,60480,2013
633,"Rancho Viejo CDP, Texas",62679,48,60554,2013
634,"Palm Valley city, Texas",73125,48,54798,2013
635,"Port Isabel city, Texas",32967,48,58892,2013
636,"Reid Hope King CDP, Texas",22100,48,61466,2013
637,"Villa del Sol CDP, Texas",-666666666,48,75554,2013
638,"Nolanville city, Texas",52396,48,51708,2013
639,"Pine Island town, Texas",64028,48,57615,2013
640,"Killeen city, Texas",45895,48,39148,2013
641,"Little River-Academy city, Texas",48287,48,43066,2013
642,"Troy city, Texas",51862,48,73748,2013
643,"Quail CDP, Texas",12031,48,60020,2013
644,"Samnorwood CDP, Texas",-666666666,48,64448,2013
645,"Kurten town, Texas",31726,48,39940,2013
646,"Jarrell city, Texas",55066,48,37396,2013
647,"Salado village, Texas",93000,48,64268,2013
648,"Wimberley city, Texas",54423,48,79624,2013
649,"Hideaway city, Texas",71804,48,33578,2013
650,"Cashion Community city, Texas",57083,48,13198,2013
651,"Brazos Country city, Texas",98750,48,10090,2013
652,"Coleman city, Texas",24732,48,15916,2013
653,"Eden city, Texas",50202,48,22552,2013
654,"Spring CDP, Texas",67469,48,69596,2013
655,"Stratford city, Texas",42471,48,70544,2013
656,"Groveton city, Texas",30379,48,31340,2013
657,"Liberty Hill city, Texas",65189,48,42664,2013
658,"Falcon Mesa CDP, Texas",45064,48,25352,2013
659,"Zapata CDP, Texas",34464,48,80716,2013
660,"Florence city, Texas",42000,48,26136,2013
661,"Elmendorf city, Texas",46500,48,23272,2013
662,"Helotes city, Texas",109313,48,33146,2013
663,"Hollywood Park town, Texas",85962,48,34628,2013
664,"Leon Valley city, Texas",60475,48,42388,2013
665,"Olmos Park city, Texas",102344,48,53988,2013
666,"Somerset city, Texas",47829,48,68708,2013
667,"Henderson city, Texas",45484,48,33212,2013
668,"New London city, Texas",35785,48,51168,2013
669,"Murphy city, Texas",118231,48,50100,2013
670,"East Mountain city, Texas",47813,48,22168,2013
671,"Weston city, Texas",70714,48,77740,2013
672,"Gilmer city, Texas",44844,48,29564,2013
673,"Shamrock city, Texas",40222,48,67160,2013
674,"Bowie city, Texas",37458,48,09640,2013
675,"St. Jo city, Texas",45774,48,64184,2013
676,"Appleby city, Texas",50625,48,03564,2013
677,"Ovilla city, Texas",89167,48,54444,2013
678,"Bovina city, Texas",40216,48,09628,2013
679,"Seadrift city, Texas",46875,48,66416,2013
680,"Santa Monica CDP, Texas",4879,48,65756,2013
681,"Sebastian CDP, Texas",14565,48,66512,2013
682,"Zapata Ranch CDP, Texas",-666666666,48,80722,2013
683,"Lone Star city, Texas",26279,48,43684,2013
684,"Omaha city, Texas",36736,48,54024,2013
685,"Tulia city, Texas",31514,48,73868,2013
686,"Impact town, Texas",-666666666,48,35816,2013
687,"Dilley city, Texas",36806,48,20428,2013
688,"Gallatin city, Texas",40625,48,28008,2013
689,"Comanche city, Texas",31174,48,16192,2013
690,"Kirvin town, Texas",48333,48,39520,2013
691,"Highland Haven city, Texas",61042,48,33794,2013
692,"Bailey city, Texas",50227,48,05264,2013
693,"Oak Valley town, Texas",66875,48,53217,2013
694,"Richland town, Texas",30417,48,61820,2013
695,"Evadale CDP, Texas",57841,48,24840,2013
696,"Laredo city, Texas",40041,48,41464,2013
697,"Richland Springs town, Texas",56250,48,61880,2013
698,"Kress city, Texas",41193,48,39904,2013
699,"Merkel town, Texas",43026,48,47796,2013
700,"Denver City town, Texas",47577,48,19984,2013
701,"Gonzales city, Texas",33417,48,30116,2013
702,"Nixon city, Texas",29442,48,51588,2013
703,"Smiley city, Texas",25357,48,68300,2013
704,"Roaring Springs town, Texas",33750,48,62528,2013
705,"Prado Verde CDP, Texas",60156,48,59210,2013
706,"Colorado City city, Texas",46302,48,16120,2013
707,"Benbrook city, Texas",65568,48,07552,2013
708,"Fort Worth city, Texas",51315,48,27000,2013
709,"Hico city, Texas",36510,48,33548,2013
710,"Pecan Plantation CDP, Texas",87635,48,56498,2013
711,"Forsan city, Texas",61250,48,26640,2013
712,"Easton city, Texas",26319,48,22192,2013
713,"Mansfield city, Texas",94112,48,46452,2013
714,"Radar Base CDP, Texas",16196,48,60278,2013
715,"Aransas Pass city, Texas",39144,48,03600,2013
716,"New Summerfield city, Texas",38750,48,51336,2013
717,"Streetman town, Texas",39375,48,70604,2013
718,"Valentine town, Texas",63750,48,74648,2013
719,"Roby city, Texas",41250,48,62612,2013
720,"Lakeport city, Texas",42750,48,40696,2013
721,"Liberty City CDP, Texas",56083,48,42616,2013
722,"Crowell city, Texas",23250,48,17948,2013
723,"Timpson city, Texas",26480,48,73076,2013
724,"Grandfalls town, Texas",35208,48,30440,2013
725,"Yantis town, Texas",36667,48,80440,2013
726,"Crane city, Texas",51083,48,17516,2013
727,"Paradise city, Texas",46058,48,55056,2013
728,"O'Donnell city, Texas",29901,48,53436,2013
729,"Cross Roads town, Texas",106250,48,17852,2013
730,"Livingston town, Texas",36905,48,43132,2013
731,"Kaufman city, Texas",40891,48,38488,2013
732,"Post Oak Bend City town, Texas",85893,48,59066,2013
733,"Perryton city, Texas",48778,48,56912,2013
734,"Muenster city, Texas",49405,48,49932,2013
735,"Milano city, Texas",27750,48,48336,2013
736,"Eagle Lake city, Texas",35803,48,21844,2013
737,"Hallsburg city, Texas",50357,48,31880,2013
738,"Leroy city, Texas",58036,48,42400,2013
739,"Aspermont town, Texas",35104,48,04408,2013
740,"Edom city, Texas",40208,48,22744,2013
741,"Grand Saline city, Texas",30678,48,30476,2013
742,"Los Ybanez city, Texas",-666666666,48,44170,2013
743,"Westlake town, Texas",233750,48,77620,2013
744,"Shiner city, Texas",44421,48,67640,2013
745,"Medina CDP, Texas",19512,48,47406,2013
746,"Gardendale CDP, Texas",49663,48,28200,2013
747,"Ackerly city, Texas",59583,48,01108,2013
748,"Trenton city, Texas",41058,48,73592,2013
749,"Athens city, Texas",36432,48,04504,2013
750,"Berryville town, Texas",46500,48,07852,2013
751,"Enchanted Oaks town, Texas",63333,48,24228,2013
752,"Log Cabin city, Texas",30850,48,43354,2013
753,"Canutillo CDP, Texas",36671,48,12508,2013
754,"Morning Glory CDP, Texas",33750,48,49411,2013
755,"Westbrook city, Texas",57500,48,77380,2013
756,"Edgecliff Village town, Texas",67045,48,22588,2013
757,"Gholson city, Texas",43438,48,29408,2013
758,"Mart city, Texas",31042,48,46824,2013
759,"Valley Mills city, Texas",43125,48,74732,2013
760,"Woodway city, Texas",79558,48,80224,2013
761,"Buda city, Texas",69826,48,11080,2013
762,"Dripping Springs city, Texas",54554,48,21424,2013
763,"Hays city, Texas",59107,48,32906,2013
764,"Dell City city, Texas",27019,48,19708,2013
765,"Clarksville City city, Texas",51058,48,15172,2013
766,"Kilgore city, Texas",47847,48,39124,2013
767,"Hawley city, Texas",59950,48,32840,2013
768,"Ingleside city, Texas",61518,48,36008,2013
769,"Hackberry town, Texas",57063,48,31715,2013
770,"Mount Pleasant city, Texas",37197,48,49800,2013
771,"Moran city, Texas",37692,48,49320,2013
772,"Center city, Texas",29283,48,13732,2013
773,"Premont city, Texas",30250,48,59384,2013
774,"Sandia CDP, Texas",52159,48,65168,2013
775,"Wortham town, Texas",33615,48,80296,2013
776,"Lakeview town, Texas",34583,48,40888,2013
777,"Magnolia city, Texas",42188,48,46056,2013
778,"Montgomery city, Texas",64063,48,49128,2013
779,"Wells Branch CDP, Texas",45620,48,77196,2013
780,"Martindale city, Texas",48304,48,46848,2013
781,"La Feria North CDP, Texas",-666666666,48,40210,2013
782,"La Paloma CDP, Texas",35957,48,41416,2013
783,"Laureles CDP, Texas",26419,48,41728,2013
784,"Rockwall city, Texas",85710,48,62828,2013
785,"Bruceville-Eddy city, Texas",45781,48,10828,2013
786,"San Antonio city, Texas",45722,48,65000,2013
787,"Sweeny city, Texas",52578,48,71492,2013
788,"Wild Peach Village CDP, Texas",52461,48,79192,2013
789,"Melvin town, Texas",35417,48,47568,2013
790,"Covington city, Texas",38750,48,17372,2013
791,"Bonham city, Texas",35168,48,09328,2013
792,"Dodd City town, Texas",51250,48,20680,2013
793,"Honey Grove city, Texas",27462,48,34700,2013
794,"Sachse city, Texas",87171,48,64064,2013
795,"DeSoto city, Texas",60945,48,20092,2013
796,"Farmers Branch city, Texas",57692,48,25452,2013
797,"Ferris city, Texas",45823,48,25752,2013
798,"Castroville city, Texas",56719,48,13312,2013
799,"Port Lavaca city, Texas",42712,48,58916,2013
800,"San Perlita city, Texas",21250,48,65636,2013
801,"Bryson city, Texas",32969,48,10960,2013
802,"Jacksboro city, Texas",49444,48,37168,2013
803,"Reno city (Lamar County), Texas",65278,48,61592,2013
804,"Ralls city, Texas",32404,48,60356,2013
805,"Alvord town, Texas",54022,48,02284,2013
806,"Rhome city, Texas",57900,48,61700,2013
807,"Wickett town, Texas",28750,48,79036,2013
808,"Holliday city, Texas",62000,48,34532,2013
809,"Pecan Gap city, Texas",30625,48,56468,2013
810,"Lake Brownwood CDP, Texas",34688,48,40456,2013
811,"Canadian city, Texas",51761,48,12412,2013
812,"Morse CDP, Texas",63750,48,49440,2013
813,"Seven Points city, Texas",27222,48,66908,2013
814,"Central Gardens CDP, Texas",59327,48,13972,2013
815,"Knippa CDP, Texas",28846,48,39664,2013
816,"Tuleta CDP, Texas",23438,48,73856,2013
817,"Utopia CDP, Texas",26250,48,74576,2013
818,"Blue Berry Hill CDP, Texas",12619,48,08830,2013
819,"Pettus CDP, Texas",53125,48,57116,2013
820,"Reno city (Parker and Tarrant Counties), Texas",57656,48,61604,2013
821,"Carmine city, Texas",20000,48,12916,2013
822,"Hebbronville CDP, Texas",35500,48,33008,2013
823,"Buckholts town, Texas",26607,48,11020,2013
824,"Hewitt city, Texas",66898,48,33428,2013
825,"Robinson city, Texas",70469,48,62588,2013
826,"Sierra Blanca CDP, Texas",22768,48,67772,2013
827,"Lipan city, Texas",31146,48,42940,2013
828,"Tolar city, Texas",74375,48,73268,2013
829,"Latexo city, Texas",45089,48,41644,2013
830,"Big Spring city, Texas",43383,48,08236,2013
831,"Cumby city, Texas",45313,48,18128,2013
832,"Sulphur Springs city, Texas",39153,48,70904,2013
833,"Cuney town, Texas",22250,48,18152,2013
834,"Terrell Hills city, Texas",137361,48,72296,2013
835,"Cross Mountain CDP, Texas",146635,48,17811,2013
836,"Live Oak city, Texas",57831,48,43096,2013
837,"Canyon city, Texas",41192,48,12532,2013
838,"Universal City city, Texas",54861,48,74408,2013
839,"Morton city, Texas",32750,48,49464,2013
840,"Waxahachie city, Texas",54858,48,76816,2013
841,"Pine Forest city, Texas",47857,48,57524,2013
842,"Marfa city, Texas",42656,48,46620,2013
843,"Wichita Falls city, Texas",44028,48,79000,2013
844,"Wink city, Texas",55179,48,79768,2013
845,"Carrizo Hill CDP, Texas",61029,48,12982,2013
846,"Ladonia town, Texas",30938,48,40180,2013
847,"Fifth Street CDP, Texas",30297,48,25795,2013
848,"Greatwood CDP, Texas",141526,48,30806,2013
849,"Pecan Grove CDP, Texas",103203,48,56482,2013
850,"Pleak village, Texas",51146,48,58088,2013
851,"Beach City city, Texas",80938,48,06200,2013
852,"Oak Ridge North city, Texas",96818,48,53190,2013
853,"Pinehurst CDP, Texas",49223,48,57596,2013
854,"Stagecoach town, Texas",75208,48,69932,2013
855,"Lytle city, Texas",41087,48,45288,2013
856,"Marietta town, Texas",47500,48,46668,2013
857,"Hillcrest village, Texas",85179,48,33980,2013
858,"San Juan city, Texas",33893,48,65516,2013
859,"Weslaco city, Texas",36111,48,77272,2013
860,"Burnet city, Texas",46007,48,11464,2013
861,"Oglesby city, Texas",48125,48,53520,2013
862,"Pantego town, Texas",71000,48,55020,2013
863,"Pelican Bay city, Texas",31250,48,56640,2013
864,"White Settlement city, Texas",38244,48,78544,2013
865,"Ballinger city, Texas",27094,48,05456,2013
866,"Seymour city, Texas",33542,48,66968,2013
867,"Fort Stockton city, Texas",46963,48,26808,2013
868,"Tierra Bonita CDP, Texas",-666666666,48,72948,2013
869,"Ames city, Texas",38286,48,03072,2013
870,"Southmayd city, Texas",47656,48,69104,2013
871,"Whitesboro city, Texas",35000,48,78532,2013
872,"Whitewright town, Texas",40042,48,78628,2013
873,"Idalou city, Texas",58523,48,35732,2013
874,"Lubbock city, Texas",42986,48,45000,2013
875,"Slaton city, Texas",37711,48,68180,2013
876,"Allen city, Texas",101636,48,01924,2013
877,"Parker city, Texas",125703,48,55152,2013
878,"Wheeler city, Texas",53839,48,78208,2013
879,"Canton city, Texas",39944,48,12496,2013
880,"Edgewood town, Texas",41818,48,22612,2013
881,"Bayview town, Texas",56458,48,06140,2013
882,"Del Mar Heights CDP, Texas",-666666666,48,19714,2013
883,"El Camino Angosto CDP, Texas",68088,48,22858,2013
884,"Indian Lake town, Texas",34375,48,35918,2013
885,"Laguna Heights CDP, Texas",24385,48,40300,2013
886,"Socorro city, Texas",31075,48,68636,2013
887,"Dayton city, Texas",51355,48,19432,2013
888,"Highland Park town, Texas",191422,48,33824,2013
889,"Sunnyvale town, Texas",90640,48,71156,2013
890,"Poteet city, Texas",38708,48,59084,2013
891,"Hughes Springs city, Texas",23188,48,35300,2013
892,"Mertzon city, Texas",42500,48,47832,2013
893,"Lolita CDP, Texas",44265,48,43432,2013
894,"Roma Creek CDP, Texas",61293,48,63026,2013
895,"Aubrey city, Texas",60202,48,04600,2013
896,"Burke city, Texas",58542,48,11380,2013
897,"Poynor town, Texas",43438,48,59192,2013
898,"Homestead Meadows North CDP, Texas",35179,48,34671,2013
899,"Loraine town, Texas",26023,48,43996,2013
900,"Dublin city, Texas",34398,48,21484,2013
901,"Stephenville city, Texas",34703,48,70208,2013
902,"Brazoria city, Texas",49271,48,10072,2013
903,"Freeport city, Texas",33800,48,27420,2013
904,"Aquilla city, Texas",39821,48,03588,2013
905,"Tynan CDP, Texas",19185,48,74168,2013
906,"Carthage city, Texas",49300,48,13108,2013
907,"Uvalde city, Texas",32339,48,74588,2013
908,"Uvalde Estates CDP, Texas",31658,48,74594,2013
909,"Azle city, Texas",55478,48,05168,2013
910,"Baird city, Texas",40234,48,05336,2013
911,"Cross Plains town, Texas",32734,48,17816,2013
912,"Arlington city, Texas",52933,48,04000,2013
913,"Keller city, Texas",113618,48,38632,2013
914,"Pecan Acres CDP, Texas",93423,48,56462,2013
915,"Ector city, Texas",45000,48,22516,2013
916,"Leonard city, Texas",36188,48,42352,2013
917,"Moore Station city, Texas",40938,48,49272,2013
918,"Tool city, Texas",37708,48,73352,2013
919,"Cuero city, Texas",31752,48,18092,2013
920,"Yorktown city, Texas",39792,48,80584,2013
921,"Anthony town, Texas",30709,48,03432,2013
922,"Clint town, Texas",32206,48,15544,2013
923,"Fabens CDP, Texas",26439,48,25032,2013
924,"Vinton village, Texas",30919,48,75668,2013
925,"Blue Mound city, Texas",50313,48,08860,2013
926,"Como town, Texas",35200,48,16252,2013
927,"Fowlerton CDP, Texas",-666666666,48,27144,2013
928,"Brownsville city, Texas",32105,48,10768,2013
929,"University Park city, Texas",173520,48,74492,2013
930,"Tioga town, Texas",44886,48,73112,2013
931,"Van Alstyne city, Texas",51029,48,74924,2013
932,"Odem city, Texas",47500,48,53376,2013
933,"Lago CDP, Texas",25197,48,40258,2013
934,"New Deal town, Texas",42065,48,50916,2013
