,NAME,Total_Pop,Hispanic_or_Latino,White_alone,Black_alone,Asian_alone,state,place,year
13796,"La Vernia city, Texas",855,160,818,0,0,48,41764,2020
13797,"La Victoria CDP, Texas",76,76,72,0,0,48,41782,2020
13798,"La Villa city, Texas",2791,2750,1829,10,0,48,41788,2020
13799,"Lavon city, Texas",3504,692,2740,462,55,48,41800,2020
13800,"La Ward city, Texas",308,105,290,1,0,48,41848,2020
13801,"Lawn town, Texas",329,58,307,3,0,48,41872,2020
13802,"League City city, Texas",105410,20089,82318,9356,5946,48,41980,2020
13803,"Leakey city, Texas",555,126,531,0,0,48,42004,2020
13804,"Leander city, Texas",60613,14697,46670,4831,2868,48,42016,2020
13805,"Leary city, Texas",616,2,566,26,0,48,42028,2020
13806,"Lefors town, Texas",520,26,475,0,34,48,42148,2020
13807,"Lelia Lake CDP, Texas",57,22,57,0,0,48,42244,2020
13808,"Leming CDP, Texas",599,599,411,0,0,48,42256,2020
13809,"Leona city, Texas",287,7,287,0,0,48,42340,2020
13810,"Leonard city, Texas",2554,349,2240,94,5,48,42352,2020
13811,"Leon Valley city, Texas",12279,6701,8933,759,1309,48,42388,2020
13812,"Westwood Shores CDP, Texas",1821,26,1797,0,0,48,78040,2020
13813,"Westworth Village city, Texas",2713,855,2217,149,24,48,78076,2020
13814,"Wharton city, Texas",8654,3579,5044,2367,23,48,78136,2020
13815,"Wheeler city, Texas",1556,601,1480,16,0,48,78208,2020
13816,"White Deer town, Texas",860,79,845,0,0,48,78316,2020
13817,"Whiteface town, Texas",331,181,279,0,0,48,78328,2020
13818,"Whitehouse city, Texas",8673,1319,7515,463,52,48,78388,2020
13819,"White Oak city, Texas",6301,843,5522,138,0,48,78436,2020
13820,"Whitesboro city, Texas",4043,166,3766,112,87,48,78532,2020
13821,"White Settlement city, Texas",17716,5819,13265,1159,359,48,78544,2020
13822,"Whitewright town, Texas",1594,30,1305,181,7,48,78628,2020
13823,"Whitharral CDP, Texas",87,57,48,0,0,48,78640,2020
13824,"Whitney town, Texas",2179,376,1720,183,44,48,78664,2020
13825,"Wichita Falls city, Texas",104657,22888,77681,13078,2760,48,79000,2020
13826,"Wickett town, Texas",791,383,576,6,0,48,79036,2020
13827,"Wildorado CDP, Texas",150,30,136,0,0,48,79180,2020
13828,"Wild Peach Village CDP, Texas",2043,215,1789,189,0,48,79192,2020
13829,"Wildwood CDP, Texas",968,0,968,0,0,48,79204,2020
13830,"Willis city, Texas",6731,2938,4804,626,57,48,79408,2020
13831,"Willow Grove CDP, Texas",1992,279,1828,0,10,48,79456,2020
13832,"Willow Park city, Texas",5585,478,5358,0,100,48,79492,2020
13833,"Wills Point city, Texas",3614,592,2743,595,0,48,79564,2020
13834,"Wilmer city, Texas",4698,1786,2650,1611,14,48,79576,2020
13835,"Wilson city, Texas",358,264,227,0,5,48,79612,2020
13836,"Wimberley city, Texas",3168,360,3074,0,19,48,79624,2020
13837,"Windcrest city, Texas",5854,1894,4534,528,269,48,79672,2020
13838,"Windom town, Texas",145,4,145,0,0,48,79684,2020
13839,"Windthorst town, Texas",336,118,293,0,0,48,79696,2020
13840,"Winfield city, Texas",533,376,320,28,0,48,79720,2020
13841,"Wingate CDP, Texas",87,33,87,0,0,48,79756,2020
13842,"Wink city, Texas",987,283,979,7,0,48,79768,2020
13843,"Winnie CDP, Texas",2677,182,2526,5,4,48,79792,2020
13844,"Winnsboro city, Texas",3330,399,2852,93,61,48,79816,2020
13845,"Winona town, Texas",628,50,425,142,0,48,79828,2020
13846,"Winters city, Texas",2560,1300,2127,31,7,48,79876,2020
13847,"Wixon Valley city, Texas",154,25,136,11,0,48,79919,2020
13848,"Wolfe City city, Texas",1138,47,900,205,0,48,79948,2020
13849,"Wolfforth city, Texas",5137,2047,3936,20,0,48,79972,2020
13850,"Woodbranch city, Texas",1679,575,1150,10,6,48,80044,2020
13851,"Woodcreek city, Texas",1922,158,1807,0,0,48,80058,2020
13852,"Woodloch town, Texas",116,22,90,22,0,48,80144,2020
13853,"Woodsboro town, Texas",1441,794,1335,46,2,48,80176,2020
13854,"Woodson town, Texas",351,54,305,0,0,48,80188,2020
13855,"Woodville town, Texas",2849,49,2053,651,1,48,80212,2020
13856,"Woodway city, Texas",8936,955,8327,241,221,48,80224,2020
13857,"Wortham town, Texas",1299,308,1089,131,0,48,80296,2020
13858,"Wyldwood CDP, Texas",3615,2351,1843,102,0,48,80350,2020
13859,"Wylie city, Texas",51251,9435,34998,6322,4298,48,80356,2020
13860,"Yancey CDP, Texas",237,178,237,0,0,48,80428,2020
13861,"Yantis town, Texas",348,60,323,0,8,48,80440,2020
13862,"Yoakum city, Texas",5762,2842,3160,645,0,48,80560,2020
13863,"Yorktown city, Texas",2257,1125,1421,85,0,48,80584,2020
13864,"Yznaga CDP, Texas",56,37,56,0,0,48,80686,2020
13865,"Zapata CDP, Texas",5567,5281,4546,0,0,48,80716,2020
13866,"Zapata Ranch CDP, Texas",216,216,105,0,0,48,80722,2020
13867,"Zarate CDP, Texas",0,0,0,0,0,48,80724,2020
13868,"Zavalla city, Texas",677,9,643,9,0,48,80728,2020
13869,"Zephyr CDP, Texas",191,19,191,0,0,48,80740,2020
13870,"Zuehl CDP, Texas",515,196,376,0,0,48,80836,2020
13871,"Abbott city, Texas",354,28,335,1,3,48,00100,2020
13872,"Abernathy city, Texas",3408,1642,3140,97,0,48,00160,2020
13873,"Abilene city, Texas",124691,33840,88614,12819,2952,48,01000,2020
13874,"Abram CDP, Texas",1566,1566,1115,0,0,48,01060,2020
13875,"Acala CDP, Texas",65,65,52,13,0,48,01084,2020
13876,"Ackerly city, Texas",383,214,376,0,3,48,01108,2020
13877,"Addison town, Texas",15428,3930,9085,2006,1480,48,01240,2020
13878,"Adrian city, Texas",129,28,129,0,0,48,01324,2020
13879,"Agua Dulce CDP, Texas",2549,2549,2094,0,0,48,01390,2020
13880,"Agua Dulce city, Texas",611,468,592,0,0,48,01396,2020
13881,"Aguilares CDP, Texas",0,0,0,0,0,48,01420,2020
13882,"Airport Heights CDP, Texas",91,91,91,0,0,48,01500,2020
13883,"Airport Road Addition CDP, Texas",246,246,246,0,0,48,01514,2020
13884,"Alamo city, Texas",19851,17117,18317,0,2,48,01576,2020
13885,"Alamo Beach CDP, Texas",736,284,628,0,0,48,01594,2020
13886,"Alamo Heights city, Texas",8501,1989,7360,111,0,48,01600,2020
13887,"Alanreed CDP, Texas",29,0,29,0,0,48,01612,2020
13888,"Alba town, Texas",590,57,536,44,0,48,01636,2020
13889,"Albany city, Texas",1565,200,1436,3,9,48,01648,2020
13890,"Aldine CDP, Texas",16308,14068,12445,408,240,48,01696,2020
13891,"Aledo city, Texas",4767,575,4206,4,49,48,01744,2020
13892,"Alfred CDP, Texas",90,90,24,0,0,48,01816,2020
13893,"Alice city, Texas",18859,16859,17378,167,199,48,01852,2020
13894,"Alice Acres CDP, Texas",282,282,131,0,0,48,01858,2020
13895,"Allen city, Texas",104040,11214,66124,10822,18533,48,01924,2020
13896,"Allison CDP, Texas",180,0,178,0,2,48,02032,2020
13897,"Alma town, Texas",433,66,418,0,0,48,02044,2020
13898,"Alpine city, Texas",6029,2972,5422,14,255,48,02104,2020
13899,"Alto town, Texas",1099,399,744,273,0,48,02188,2020
13900,"Alto Bonito Heights CDP, Texas",331,331,187,0,0,48,02194,2020
13901,"Alton city, Texas",17683,17280,14463,0,0,48,02212,2020
13902,"Alvarado city, Texas",4282,1411,3440,356,0,48,02260,2020
13903,"Alvin city, Texas",26592,10956,22057,866,459,48,02272,2020
13904,"Alvord town, Texas",1104,63,996,7,0,48,02284,2020
13905,"Amada Acres CDP, Texas",0,0,0,0,0,48,02286,2020
13906,"Amargosa CDP, Texas",302,243,302,0,0,48,02290,2020
13907,"Amarillo city, Texas",199225,66165,159249,13478,8219,48,03000,2020
13908,"Amaya CDP, Texas",24,24,24,0,0,48,03008,2020
13909,"Ames city, Texas",1071,31,83,921,0,48,03072,2020
13910,"Amherst city, Texas",1050,683,902,102,28,48,03084,2020
13911,"Amistad CDP, Texas",58,25,58,0,0,48,03096,2020
13912,"Anacua CDP, Texas",0,0,0,0,0,48,03126,2020
13913,"Anahuac city, Texas",2174,878,1303,335,20,48,03144,2020
13914,"Leroy city, Texas",373,13,371,1,0,48,42400,2020
13915,"Levelland city, Texas",13566,7409,10540,663,67,48,42448,2020
13916,"Lewisville city, Texas",107740,34581,67977,13966,11436,48,42508,2020
13917,"Lexington town, Texas",1261,232,1167,65,0,48,42532,2020
13918,"Liberty city, Texas",9299,2580,6038,1396,51,48,42568,2020
13919,"Liberty City CDP, Texas",2092,219,1891,77,21,48,42616,2020
13920,"Liberty Hill city, Texas",4633,2100,4377,82,28,48,42664,2020
13921,"Lindale city, Texas",6212,213,5464,528,99,48,42820,2020
13922,"Linden city, Texas",2238,39,1681,519,7,48,42844,2020
13923,"Lindsay city, Texas",1176,33,1161,0,0,48,42868,2020
13924,"Lindsay CDP, Texas",1081,991,954,0,0,48,42874,2020
13925,"Lingleville CDP, Texas",177,147,177,0,0,48,42880,2020
13926,"Linn CDP, Texas",702,654,623,0,0,48,42916,2020
13927,"Lipan city, Texas",488,58,460,0,0,48,42940,2020
13928,"Lipscomb CDP, Texas",30,5,29,0,0,48,42952,2020
13929,"Little Cypress CDP, Texas",1856,34,1571,196,58,48,43000,2020
13930,"Little Elm city, Texas",49792,9071,29931,10083,4395,48,43012,2020
13931,"Littlefield city, Texas",5900,3258,5239,210,28,48,43024,2020
13932,"Little River-Academy city, Texas",2139,410,1912,45,59,48,43066,2020
13933,"Live Oak city, Texas",16118,5415,9027,3005,1080,48,43096,2020
13934,"Liverpool city, Texas",522,85,415,41,10,48,43120,2020
13935,"Livingston town, Texas",5162,1725,3517,903,148,48,43132,2020
13936,"Llano city, Texas",3490,640,2927,20,0,48,43144,2020
13937,"Llano Grande CDP, Texas",2023,1854,1612,0,0,48,43150,2020
13938,"Lockett CDP, Texas",201,82,154,0,3,48,43216,2020
13939,"Lockhart city, Texas",13782,7371,11184,735,406,48,43240,2020
13940,"Lockney town, Texas",1608,1082,1523,32,4,48,43252,2020
13941,"Log Cabin city, Texas",869,43,739,0,0,48,43354,2020
13942,"Lolita CDP, Texas",761,124,720,0,0,48,43432,2020
13943,"Loma Grande CDP, Texas",318,318,184,0,0,48,43458,2020
13944,"Loma Linda CDP, Texas",138,47,138,0,0,48,43460,2020
13945,"Loma Linda East CDP (Jim Wells County), Texas",123,123,123,0,0,48,43462,2020
13946,"Loma Linda East CDP (Starr County), Texas",0,0,0,0,0,48,43463,2020
13947,"Loma Linda West CDP, Texas",99,99,99,0,0,48,43465,2020
13948,"Loma Vista CDP, Texas",28,28,28,0,0,48,43474,2020
13949,"Lometa city, Texas",451,168,382,4,0,48,43516,2020
13950,"Lone Oak city, Texas",631,11,544,31,2,48,43636,2020
13951,"Lone Star city, Texas",1993,292,1350,371,11,48,43684,2020
13952,"Longoria CDP, Texas",72,72,72,0,0,48,43822,2020
13953,"Longview city, Texas",82183,16720,55823,18550,1182,48,43888,2020
13954,"Loop CDP, Texas",291,88,259,1,0,48,43948,2020
13955,"Lopeño CDP, Texas",191,191,191,0,0,48,43960,2020
13956,"Lopezville CDP, Texas",2092,2086,2044,0,0,48,43972,2020
13957,"Loraine town, Texas",484,129,428,3,0,48,43996,2020
13958,"Lorena city, Texas",1822,389,1649,0,76,48,44020,2020
13959,"Lorenzo city, Texas",1097,818,913,50,12,48,44032,2020
13960,"Los Altos CDP, Texas",141,141,141,0,0,48,44038,2020
13961,"Los Alvarez CDP, Texas",367,367,229,0,0,48,44044,2020
13962,"Los Angeles CDP, Texas",258,258,258,0,0,48,44062,2020
13963,"Los Arcos CDP, Texas",38,38,38,0,0,48,44072,2020
13964,"Los Arrieros CDP, Texas",0,0,0,0,0,48,44075,2020
13965,"Los Barreras CDP, Texas",322,322,256,0,0,48,44076,2020
13966,"Los Centenarios CDP, Texas",0,0,0,0,0,48,44077,2020
13967,"Los Corralitos CDP, Texas",0,0,0,0,0,48,44079,2020
13968,"Los Ebanos CDP (Hidalgo County), Texas",42,42,42,0,0,48,44104,2020
13969,"Los Ebanos CDP (Starr County), Texas",530,530,530,0,0,48,44110,2020
13970,"Los Fresnos city, Texas",7767,6965,6580,18,0,48,44116,2020
13971,"Los Fresnos CDP, Texas",24,24,24,0,0,48,44120,2020
13972,"Anderson city, Texas",235,15,126,93,0,48,03192,2020
13973,"Andrews city, Texas",13797,7950,10813,418,57,48,03216,2020
13974,"Angleton city, Texas",19371,4831,15407,1975,600,48,03264,2020
13975,"Angus city, Texas",383,58,325,12,2,48,03288,2020
13976,"Anna city, Texas",14159,3175,10702,1674,840,48,03300,2020
13977,"Annetta town, Texas",3178,289,2869,151,8,48,03336,2020
13978,"Annetta North town, Texas",443,16,427,8,2,48,03340,2020
13979,"Annetta South town, Texas",672,46,622,0,0,48,03342,2020
13980,"Annona town, Texas",372,83,137,175,0,48,03360,2020
13981,"Anson city, Texas",1884,671,1486,127,0,48,03372,2020
13982,"Anthony town, Texas",5210,4331,4125,127,11,48,03432,2020
13983,"Anton city, Texas",1211,634,989,11,0,48,03540,2020
13984,"Appleby city, Texas",544,163,454,15,0,48,03564,2020
13985,"Aquilla city, Texas",163,2,163,0,0,48,03588,2020
13986,"Aransas Pass city, Texas",9269,3723,7058,413,75,48,03600,2020
13987,"Archer City city, Texas",1597,129,1514,57,0,48,03696,2020
13988,"Arcola city, Texas",2541,2007,1932,314,0,48,03708,2020
13989,"Argyle city, Texas",4278,113,4121,44,0,48,03768,2020
13990,"Arlington city, Texas",397269,116070,222771,90957,26287,48,04000,2020
13991,"Arp city, Texas",1402,128,1057,163,0,48,04156,2020
13992,"Arroyo Colorado Estates CDP, Texas",670,628,395,0,0,48,04174,2020
13993,"Arroyo Gardens CDP, Texas",198,198,0,0,0,48,04176,2020
13994,"Asherton city, Texas",832,770,708,1,1,48,04300,2020
13995,"Aspermont town, Texas",1115,317,981,25,0,48,04408,2020
13996,"Atascocita CDP, Texas",81860,24780,54243,16077,2110,48,04462,2020
13997,"Athens city, Texas",12667,3627,9316,2193,263,48,04504,2020
13998,"Atlanta city, Texas",5458,307,2935,1956,145,48,04516,2020
13999,"Aubrey city, Texas",4352,296,3692,398,17,48,04600,2020
14000,"Aurora city, Texas",1497,193,1196,0,0,48,04672,2020
14001,"Austin city, Texas",965872,321621,670243,75208,74503,48,05000,2020
14002,"Austwell city, Texas",118,31,103,6,0,48,05036,2020
14003,"Avery town, Texas",827,138,822,0,0,48,05072,2020
14004,"Avinger town, Texas",296,19,184,96,0,48,05084,2020
14005,"Azle city, Texas",12950,811,12322,47,51,48,05168,2020
14006,"Bacliff CDP, Texas",11513,4690,9753,263,174,48,05180,2020
14007,"Bailey city, Texas",287,4,262,20,0,48,05264,2020
14008,"Bailey's Prairie village, Texas",722,138,633,47,0,48,05288,2020
14009,"Baird city, Texas",1828,209,1681,2,0,48,05336,2020
14010,"Balch Springs city, Texas",25123,13059,14770,6925,421,48,05372,2020
14011,"Balcones Heights city, Texas",3128,2223,2341,315,0,48,05384,2020
14012,"Ballinger city, Texas",3665,1139,3103,180,0,48,05456,2020
14013,"Balmorhea city, Texas",704,557,547,0,0,48,05468,2020
14014,"B and E CDP, Texas",318,318,318,0,0,48,05520,2020
14015,"Bandera city, Texas",671,164,635,3,0,48,05528,2020
14016,"Bangs city, Texas",1518,313,1259,135,10,48,05552,2020
14017,"Banquete CDP, Texas",520,457,520,0,0,48,05576,2020
14018,"Bardwell city, Texas",650,258,399,128,0,48,05612,2020
14019,"Barksdale CDP, Texas",22,0,22,0,0,48,05648,2020
14020,"Barrera CDP, Texas",230,230,205,0,0,48,05690,2020
14021,"Barrett CDP, Texas",3389,899,1139,1996,0,48,05696,2020
14022,"Barry city, Texas",247,113,175,0,0,48,05708,2020
14023,"Barstow city, Texas",370,364,360,0,0,48,05720,2020
14024,"Bartlett city, Texas",1658,754,1217,240,0,48,05732,2020
14025,"Barton Creek CDP, Texas",2395,118,2262,9,69,48,05750,2020
14026,"Bartonville town, Texas",1481,243,1259,12,20,48,05768,2020
14027,"Bastrop city, Texas",9094,3594,6943,694,123,48,05864,2020
14028,"Batesville CDP, Texas",1764,1754,1308,0,0,48,05924,2020
14029,"Bay City city, Texas",17672,9600,9354,2573,203,48,05984,2020
14030,"Bayou Vista city, Texas",1967,162,1911,23,17,48,06060,2020
14031,"Los Indios town, Texas",822,808,724,0,0,48,44128,2020
14032,"Los Lobos CDP, Texas",0,0,0,0,0,48,44142,2020
14033,"Los Minerales CDP, Texas",21,21,21,0,0,48,44145,2020
14034,"Los Nopalitos CDP, Texas",0,0,0,0,0,48,44146,2020
14035,"Lost Creek CDP, Texas",1123,172,933,42,127,48,44162,2020
14036,"Los Veteranos I CDP, Texas",48,48,48,0,0,48,44167,2020
14037,"Los Veteranos II CDP, Texas",31,31,31,0,0,48,44168,2020
14038,"Los Ybanez city, Texas",13,8,13,0,0,48,44170,2020
14039,"Lott city, Texas",714,219,425,115,0,48,44176,2020
14040,"Louise CDP, Texas",927,461,848,67,0,48,44212,2020
14041,"Lovelady city, Texas",679,12,599,74,0,48,44260,2020
14042,"Loving CDP, Texas",185,0,185,0,0,48,44284,2020
14043,"Lowry Crossing city, Texas",1205,217,1159,0,7,48,44308,2020
14044,"Lozano CDP, Texas",0,0,0,0,0,48,44344,2020
14045,"Lubbock city, Texas",257013,92964,196113,20493,6805,48,45000,2020
14046,"Lucas city, Texas",8137,841,7028,294,266,48,45012,2020
14047,"Lueders city, Texas",238,22,215,0,0,48,45048,2020
14048,"Lufkin city, Texas",35336,11161,22461,8926,685,48,45072,2020
14049,"Luling city, Texas",5850,3122,3753,568,29,48,45096,2020
14050,"Lumberton city, Texas",12939,858,12608,0,109,48,45120,2020
14051,"Lyford city, Texas",2536,2453,2345,0,0,48,45228,2020
14052,"Lyons CDP, Texas",488,15,133,340,0,48,45276,2020
14053,"Lytle city, Texas",2429,1703,2178,0,0,48,45288,2020
14054,"Mabank town, Texas",3743,248,3283,158,105,48,45324,2020
14055,"McAllen city, Texas",142557,121940,92698,1523,3963,48,45384,2020
14056,"McCamey city, Texas",2084,1270,720,155,0,48,45432,2020
14057,"McCaulley CDP, Texas",51,19,44,0,0,48,45444,2020
14058,"McDade CDP, Texas",1285,719,636,0,0,48,45564,2020
14059,"Macdona CDP, Texas",258,178,239,0,0,48,45576,2020
14060,"McGregor city, Texas",5212,2148,4597,189,0,48,45672,2020
14061,"McKinney city, Texas",191197,34238,136736,21318,17763,48,45744,2020
14062,"McKinney Acres CDP, Texas",1109,1019,815,0,0,48,45750,2020
14063,"McLean town, Texas",1044,73,950,0,0,48,45780,2020
14064,"McLendon-Chisholm city, Texas",3521,296,3074,157,38,48,45804,2020
14065,"McLeod CDP, Texas",346,4,338,5,3,48,45816,2020
14066,"McQueeney CDP, Texas",2907,1026,2253,102,0,48,45948,2020
14067,"Madisonville city, Texas",4740,1468,3004,763,353,48,45996,2020
14068,"Magnolia city, Texas",2802,428,2146,401,5,48,46056,2020
14069,"Magnolia Beach CDP, Texas",74,37,74,0,0,48,46080,2020
14070,"Malakoff city, Texas",2558,429,1849,580,0,48,46224,2020
14071,"Malone town, Texas",405,160,219,73,0,48,46260,2020
14072,"Los Huisaches CDP, Texas",41,41,41,0,0,48,44123,2020
14073,"Manchaca CDP, Texas",1370,449,1320,23,17,48,46308,2020
14074,"Manor city, Texas",11643,7131,5560,2167,259,48,46440,2020
14075,"Mansfield city, Texas",71419,12189,45742,15818,3019,48,46452,2020
14076,"Manuel Garcia CDP, Texas",234,234,234,0,0,48,46492,2020
14077,"Manuel Garcia II CDP, Texas",0,0,0,0,0,48,46494,2020
14078,"Manvel city, Texas",11432,4265,6879,2036,179,48,46500,2020
14079,"Marathon CDP, Texas",365,155,344,0,0,48,46572,2020
14080,"Marble Falls city, Texas",6746,1643,5866,267,99,48,46584,2020
14081,"Marfa city, Texas",1974,1113,1740,0,1,48,46620,2020
14082,"Marietta town, Texas",90,18,66,5,1,48,46668,2020
14083,"Marion city, Texas",886,477,611,63,2,48,46692,2020
14084,"Markham CDP, Texas",1029,376,563,62,0,48,46716,2020
14085,"Marlin city, Texas",5602,1480,2646,2805,0,48,46740,2020
14086,"Marquez city, Texas",250,56,243,2,1,48,46752,2020
14087,"Marshall city, Texas",22881,4762,11362,8890,370,48,46776,2020
14088,"Mart city, Texas",1881,329,1188,671,3,48,46824,2020
14089,"Martindale city, Texas",1059,537,904,22,0,48,46848,2020
14090,"Abbott city, Texas",300,23,282,2,3,48,00100,2021
14091,"Abernathy city, Texas",3359,1687,2999,76,0,48,00160,2021
14092,"Abilene city, Texas",125474,34715,87678,12791,2745,48,01000,2021
14093,"Abram CDP, Texas",1671,1671,1087,0,0,48,01060,2021
14094,"Acala CDP, Texas",36,36,25,11,0,48,01084,2021
14095,"Ackerly city, Texas",399,225,318,0,8,48,01108,2021
14096,"Addison town, Texas",16405,4127,9413,2682,1453,48,01240,2021
14097,"Adrian city, Texas",125,42,122,0,0,48,01324,2021
14098,"Agua Dulce CDP, Texas",2633,2633,1949,0,0,48,01390,2021
14099,"Agua Dulce city, Texas",552,414,531,0,0,48,01396,2021
14100,"Aguilares CDP, Texas",0,0,0,0,0,48,01420,2021
14101,"Airport Heights CDP, Texas",146,146,146,0,0,48,01500,2021
14102,"Airport Road Addition CDP, Texas",152,152,117,0,0,48,01514,2021
14103,"Alamo city, Texas",19644,16842,15673,0,2,48,01576,2021
14104,"Alamo Beach CDP, Texas",454,295,454,0,0,48,01594,2021
14105,"Alamo Heights city, Texas",7360,1821,6181,54,81,48,01600,2021
14106,"Alanreed CDP, Texas",50,0,50,0,0,48,01612,2021
14107,"Alba town, Texas",516,61,410,31,4,48,01636,2021
14108,"Albany city, Texas",1657,258,1495,3,0,48,01648,2021
14109,"Aldine CDP, Texas",15887,13537,10836,426,116,48,01696,2021
14110,"Aledo city, Texas",4692,713,4230,3,61,48,01744,2021
14111,"Alfred CDP, Texas",274,274,213,0,0,48,01816,2021
14112,"Alice city, Texas",18001,16111,16267,167,5,48,01852,2021
14113,"Alice Acres CDP, Texas",241,241,105,0,0,48,01858,2021
14114,"Allen city, Texas",102778,11562,63108,9827,19755,48,01924,2021
14115,"Allison CDP, Texas",188,0,182,0,6,48,02032,2021
14116,"Alma town, Texas",461,91,453,0,0,48,02044,2021
14117,"Alpine city, Texas",5884,3068,4791,21,321,48,02104,2021
14118,"Alto town, Texas",1164,408,758,264,0,48,02188,2021
14119,"Alto Bonito Heights CDP, Texas",387,387,194,0,0,48,02194,2021
14120,"Alton city, Texas",17993,17802,10886,0,11,48,02212,2021
14121,"Alvarado city, Texas",4660,1277,3511,621,0,48,02260,2021
14122,"Alvin city, Texas",26982,11291,20832,1413,383,48,02272,2021
14123,"Alvord town, Texas",1164,73,1069,5,0,48,02284,2021
14124,"Amada Acres CDP, Texas",0,0,0,0,0,48,02286,2021
14125,"Amargosa CDP, Texas",125,20,125,0,0,48,02290,2021
14126,"Amarillo city, Texas",200371,68086,153588,14273,8472,48,03000,2021
14127,"Amaya CDP, Texas",51,51,51,0,0,48,03008,2021
14128,"Ames city, Texas",1082,114,78,890,0,48,03072,2021
14129,"Amherst city, Texas",1099,743,899,85,22,48,03084,2021
14130,"Amistad CDP, Texas",51,16,51,0,0,48,03096,2021
14131,"Anacua CDP, Texas",0,0,0,0,0,48,03126,2021
14132,"Anahuac city, Texas",2296,928,1383,356,17,48,03144,2021
14133,"Anderson city, Texas",301,50,191,95,0,48,03192,2021
14134,"Andrews city, Texas",13234,7470,9599,394,85,48,03216,2021
14135,"Angleton city, Texas",19408,4974,14647,1770,717,48,03264,2021
14136,"Angus city, Texas",450,127,372,5,2,48,03288,2021
14137,"Anna city, Texas",16792,3469,12549,2522,411,48,03300,2021
14138,"Annetta town, Texas",2990,303,2659,123,29,48,03336,2021
14139,"Annetta North town, Texas",583,13,550,14,3,48,03340,2021
14140,"Annetta South town, Texas",810,41,739,0,37,48,03342,2021
14141,"Annona town, Texas",341,34,146,171,0,48,03360,2021
14142,"Anson city, Texas",2011,777,1481,132,22,48,03372,2021
14143,"Anthony town, Texas",3834,3131,2640,117,9,48,03432,2021
14144,"Anton city, Texas",1075,566,786,21,0,48,03540,2021
14145,"Appleby city, Texas",457,93,329,39,0,48,03564,2021
14146,"Aquilla city, Texas",145,2,145,0,0,48,03588,2021
14147,"Aransas Pass city, Texas",9101,3992,6638,520,69,48,03600,2021
14148,"Archer City city, Texas",1690,135,1574,9,0,48,03696,2021
14149,"Arcola city, Texas",2593,2062,1744,298,0,48,03708,2021
14150,"Argyle city, Texas",4336,236,3975,62,208,48,03768,2021
14151,"Arlington city, Texas",392304,117458,203741,89682,26192,48,04000,2021
14152,"Arp city, Texas",1483,150,1241,45,0,48,04156,2021
14153,"Arroyo Colorado Estates CDP, Texas",982,950,459,0,0,48,04174,2021
14154,"Arroyo Gardens CDP, Texas",167,167,29,0,0,48,04176,2021
14155,"Asherton city, Texas",698,658,418,1,1,48,04300,2021
14156,"Aspermont town, Texas",1078,304,978,13,0,48,04408,2021
14157,"Atascocita CDP, Texas",84222,25142,48827,19213,2515,48,04462,2021
14158,"Athens city, Texas",12719,4118,8446,2369,281,48,04504,2021
14159,"Atlanta city, Texas",5417,359,3116,1797,147,48,04516,2021
14160,"Aubrey city, Texas",5229,387,4036,450,118,48,04600,2021
14161,"Aurora city, Texas",1390,254,1139,8,0,48,04672,2021
14162,"Austin city, Texas",944658,312754,627170,72829,77477,48,05000,2021
14163,"Austwell city, Texas",111,35,89,9,0,48,05036,2021
14164,"Avery town, Texas",812,113,790,3,2,48,05072,2021
14165,"Avinger town, Texas",300,17,166,110,0,48,05084,2021
14166,"Azle city, Texas",13157,1262,11756,227,34,48,05168,2021
14167,"Bacliff CDP, Texas",10567,5010,8074,279,335,48,05180,2021
14168,"Bailey city, Texas",235,4,211,19,0,48,05264,2021
14169,"Bailey's Prairie village, Texas",647,125,552,34,0,48,05288,2021
14170,"Baird city, Texas",1671,271,1524,30,0,48,05336,2021
14171,"Balch Springs city, Texas",27369,15544,13573,7303,159,48,05372,2021
14172,"Balcones Heights city, Texas",2743,1884,1775,329,0,48,05384,2021
14173,"Ballinger city, Texas",3567,1127,3047,171,0,48,05456,2021
14174,"Balmorhea city, Texas",460,288,454,0,0,48,05468,2021
14175,"B and E CDP, Texas",177,177,177,0,0,48,05520,2021
14176,"Bandera city, Texas",453,75,425,4,0,48,05528,2021
14177,"Bangs city, Texas",1653,391,1291,127,7,48,05552,2021
14178,"Banquete CDP, Texas",425,401,425,0,0,48,05576,2021
14179,"Bardwell city, Texas",679,257,361,155,0,48,05612,2021
14180,"Barksdale CDP, Texas",24,0,24,0,0,48,05648,2021
14181,"Barrera CDP, Texas",329,329,266,0,0,48,05690,2021
14182,"Barrett CDP, Texas",3668,1114,1178,2054,0,48,05696,2021
14183,"Barry city, Texas",475,245,290,0,0,48,05708,2021
14184,"Barstow city, Texas",283,276,265,0,0,48,05720,2021
14185,"Bartlett city, Texas",1684,917,1053,254,0,48,05732,2021
14186,"Barton Creek CDP, Texas",3183,84,3072,29,59,48,05750,2021
14187,"Bartonville town, Texas",1775,296,1452,8,19,48,05768,2021
14188,"Bastrop city, Texas",9531,3383,7288,592,298,48,05864,2021
14189,"Batesville CDP, Texas",1090,1070,647,0,0,48,05924,2021
14190,"Bay City city, Texas",17918,9832,9163,2460,308,48,05984,2021
14191,"Bayou Vista city, Texas",1884,153,1795,24,29,48,06060,2021
14192,"Bayside town, Texas",365,103,288,7,0,48,06104,2021
14193,"Baytown city, Texas",82543,41949,50466,13424,953,48,06128,2021
