,NAME,Total_Pop,Hispanic_or_Latino,White_alone,Black_alone,Asian_alone,state,place,year
1842,"Las Quintas Fronterizas CDP, Texas",2489,2489,2357,0,0,48,41583,2014
1843,"La Tina Ranch CDP, Texas",549,517,485,0,0,48,41660,2014
1844,"Leming CDP, Texas",656,453,576,0,0,48,42256,2014
1845,"Linn CDP, Texas",689,650,646,0,0,48,42916,2014
1846,"Campbell city, Texas",467,27,417,13,25,48,12112,2014
1847,"Rose Hill Acres city, Texas",460,16,450,0,0,48,63272,2014
1848,"Smyer town, Texas",490,155,456,0,0,48,68504,2014
1849,"Mineola city, Texas",4514,663,3314,743,6,48,48648,2014
1850,"Greenville city, Texas",25892,6252,16807,3971,476,48,30920,2014
1851,"Quinlan city, Texas",1618,252,1367,0,0,48,60140,2014
1852,"Wolfe City city, Texas",1795,313,1207,296,0,48,79948,2014
1853,"Marion city, Texas",987,380,870,52,2,48,46692,2014
1854,"Santa Clara city, Texas",738,150,640,0,13,48,65690,2014
1855,"Edcouch city, Texas",3217,3128,3021,0,0,48,22528,2014
1856,"Granjeno city, Texas",313,266,255,0,0,48,30608,2014
1857,"Llano Grande CDP, Texas",2938,2640,2755,0,0,48,43150,2014
1858,"Doffing CDP, Texas",5059,4893,4062,105,0,48,20734,2014
1859,"Faysville CDP, Texas",785,785,681,0,0,48,25656,2014
1860,"San Carlos CDP, Texas",3318,3262,3250,0,20,48,65048,2014
1861,"Scissors CDP, Texas",3014,2998,2875,0,0,48,66248,2014
1862,"Wellman city, Texas",269,79,223,0,0,48,77164,2014
1863,"Lometa city, Texas",869,449,771,61,0,48,43516,2014
1864,"Cottonwood Shores city, Texas",1408,381,1280,11,0,48,17208,2014
1865,"Meadowlakes city, Texas",2050,126,2030,0,0,48,47330,2014
1866,"Brownsboro city, Texas",1172,262,990,41,0,48,10756,2014
1867,"Malakoff city, Texas",2817,524,1994,675,20,48,46224,2014
1868,"Star Harbor city, Texas",555,5,542,0,0,48,70076,2014
1869,"Yoakum city, Texas",5540,2782,2560,698,19,48,80560,2014
1870,"Texas City city, Texas",45802,12977,30951,11905,142,48,72392,2014
1871,"Deweyville CDP, Texas",1091,0,1091,0,0,48,20212,2014
1872,"Decatur city, Texas",6201,1250,5747,213,8,48,19528,2014
1873,"Wallis city, Texas",1137,174,861,138,0,48,76240,2014
1874,"Alvin city, Texas",24938,8750,22383,1108,148,48,02272,2014
1875,"Brownfield city, Texas",9678,5280,8011,620,4,48,10720,2014
1876,"Beasley city, Texas",519,274,481,23,0,48,06272,2014
1877,"Kountze city, Texas",2108,252,1644,400,39,48,39868,2014
1878,"Eustace city, Texas",1259,69,1248,4,0,48,24828,2014
1879,"Murchison city, Texas",472,0,472,0,0,48,50076,2014
1880,"Fort Bliss CDP, Texas",8450,1809,5239,2036,350,48,26664,2014
1881,"Sparks CDP, Texas",3850,3816,2788,9,0,48,69432,2014
1882,"Tornillo CDP, Texas",1388,1383,1173,0,5,48,73376,2014
1883,"Weston Lakes city, Texas",2544,195,2307,162,49,48,77746,2014
1884,"Spring Valley Village city, Texas",3938,216,3554,0,331,48,69830,2014
1885,"Iola city, Texas",603,134,535,5,0,48,36068,2014
1886,"Von Ormy city, Texas",1031,857,827,0,19,48,75764,2014
1887,"Los Corralitos CDP, Texas",112,112,112,0,0,48,44079,2014
1888,"Los Ebanos CDP (Hidalgo County), Texas",162,67,162,0,0,48,44104,2014
1889,"Los Ebanos CDP (Starr County), Texas",568,531,568,0,0,48,44110,2014
1890,"Loma Linda East CDP (Starr County), Texas",0,0,0,0,0,48,43463,2014
1891,"Loma Grande CDP, Texas",19,19,19,0,0,48,43458,2014
1892,"Loma Linda CDP, Texas",55,55,55,0,0,48,43460,2014
1893,"Loma Linda East CDP (Jim Wells County), Texas",351,351,351,0,0,48,43462,2014
1894,"Loma Linda West CDP, Texas",31,31,31,0,0,48,43465,2014
1895,"Loma Vista CDP, Texas",196,163,136,0,0,48,43474,2014
1896,"Lindale city, Texas",5169,139,4731,258,0,48,42820,2014
1897,"Longoria CDP, Texas",0,0,0,0,0,48,43822,2014
1898,"Loop CDP, Texas",342,200,288,2,0,48,43948,2014
1899,"Los Altos CDP, Texas",26,26,26,0,0,48,44038,2014
1900,"Los Angeles CDP, Texas",128,128,128,0,0,48,44062,2014
1901,"Los Arcos CDP, Texas",38,38,38,0,0,48,44072,2014
1902,"Los Arrieros CDP, Texas",53,53,53,0,0,48,44075,2014
1903,"Los Barreras CDP, Texas",269,196,269,0,0,48,44076,2014
1904,"Los Centenarios CDP, Texas",0,0,0,0,0,48,44078,2014
1905,"Abram CDP, Texas",1927,1927,1745,0,0,48,01060,2014
1906,"Aguilares CDP, Texas",50,50,50,0,0,48,01420,2014
1907,"Airport Heights CDP, Texas",95,95,75,0,0,48,01500,2014
1908,"Amada Acres CDP, Texas",115,115,115,0,0,48,02286,2014
1909,"Alfred CDP, Texas",128,128,128,0,0,48,01816,2014
1910,"Alto Bonito Heights CDP, Texas",415,415,406,0,0,48,02194,2014
1911,"Amargosa CDP, Texas",5,5,5,0,0,48,02290,2014
1912,"Amaya CDP, Texas",31,23,31,0,0,48,03008,2014
1913,"B and E CDP, Texas",751,751,751,0,0,48,05520,2014
1914,"Barrera CDP, Texas",0,0,0,0,0,48,05690,2014
1915,"Benjamin Perez CDP, Texas",0,0,0,0,0,48,07642,2014
1916,"Bonanza Hills CDP, Texas",43,43,43,0,0,48,09310,2014
1917,"Amistad CDP, Texas",14,0,14,0,0,48,03096,2014
1918,"Box Canyon CDP, Texas",16,6,16,0,0,48,09656,2014
1919,"Boys Ranch CDP, Texas",77,3,74,1,0,48,09796,2014
1920,"Charlotte city, Texas",1971,1640,1879,12,0,48,14404,2014
1921,"Hawk Cove city, Texas",417,28,360,3,0,48,32810,2014
1922,"McQueeney CDP, Texas",2698,798,2445,47,0,48,45948,2014
1923,"Seguin city, Texas",26237,13526,20757,2379,339,48,66644,2014
1924,"Fresno CDP, Texas",20374,5020,3478,13739,131,48,27540,2014
1925,"Rosenberg city, Texas",32789,19353,25740,3760,830,48,63284,2014
1926,"Old River-Winfree city, Texas",1844,170,1593,207,0,48,53824,2014
1927,"Lumberton city, Texas",12153,479,11826,102,105,48,45120,2014
1928,"Opdyke West town, Texas",71,40,64,0,0,48,54075,2014
1929,"Sundown city, Texas",1314,611,1141,14,0,48,71060,2014
1930,"Centerville city, Texas",1027,103,933,58,0,48,13900,2014
1931,"Leona city, Texas",204,0,193,11,0,48,42340,2014
1932,"Hawkins city, Texas",1764,185,1368,278,0,48,32816,2014
1933,"Lufkin city, Texas",35754,8520,23277,10141,445,48,45072,2014
1934,"El Campo city, Texas",11549,5775,9990,1376,6,48,22864,2014
1935,"Blanket town, Texas",398,122,396,0,0,48,08596,2014
1936,"Brownwood city, Texas",19107,5249,16841,1133,109,48,10780,2014
1937,"Anacua CDP, Texas",0,0,0,0,0,48,03126,2014
1938,"Arroyo Gardens CDP, Texas",415,402,401,0,0,48,04176,2014
1939,"Bluetown CDP, Texas",319,293,293,0,0,48,08908,2014
1940,"Banquete CDP, Texas",837,666,672,0,33,48,05576,2014
1941,"Bee Cave city, Texas",4910,569,4263,104,333,48,07156,2014
1942,"Big Thicket Lake Estates CDP, Texas",680,84,620,0,0,48,08240,2014
1943,"Boling CDP, Texas",952,528,886,0,0,48,09232,2014
1944,"Cashion Community city, Texas",283,8,275,1,0,48,13198,2014
1945,"Brazos Country city, Texas",609,51,583,12,0,48,10090,2014
1946,"Coleman city, Texas",4581,937,4348,111,0,48,15916,2014
1947,"Eden city, Texas",2578,1813,2178,52,11,48,22552,2014
1948,"Rosita CDP, Texas",2286,1808,1591,0,0,48,63350,2014
1949,"Salineño North CDP, Texas",26,26,26,0,0,48,64322,2014
1950,"Sammy Martinez CDP, Texas",107,107,107,0,0,48,64442,2014
1951,"Sam Rayburn CDP, Texas",1162,0,1156,0,0,48,64460,2014
1952,"San Carlos I CDP, Texas",258,258,258,0,0,48,65049,2014
1953,"San Carlos II CDP, Texas",189,189,189,0,0,48,65050,2014
1954,"Sandoval CDP, Texas",9,9,9,0,0,48,65210,2014
1955,"Sand Springs CDP, Texas",921,146,877,0,0,48,65240,2014
1956,"San Fernando CDP, Texas",27,27,13,0,0,48,65378,2014
1957,"San Juan CDP, Texas",223,150,132,0,0,48,65532,2014
